,origCountry,year,tag,num_samples,above_mrl_samples,above_mrl_mean,above_mrl_std,between_loq_and_mrl_samples,between_loq_and_mrl_mean,between_loq_and_mrl_std
6212,CZ,2021,Tolclofos-methyl,1,1.0,0.01,0.0,0.0,0.0,0.0
6213,CZ,2021,Tolylfluanid (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6215,CZ,2021,Tri-allate,1,1.0,0.01,0.0,0.0,0.0,0.0
6216,CZ,2021,Triadimenol (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6218,CZ,2021,Trichlorfon,1,1.0,0.01,0.0,0.0,0.0,0.0
6219,CZ,2021,Tricyclazole,1,1.0,0.01,0.0,0.0,0.0,0.0
6220,CZ,2021,Trifloxystrobin (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6221,CZ,2021,Triflumuron,1,1.0,0.01,0.0,0.0,0.0,0.0
6222,CZ,2021,Trifluralin,1,1.0,0.01,0.0,0.0,0.0,0.0
6223,CZ,2021,Triforine,1,1.0,0.01,0.0,0.0,0.0,0.0
6224,CZ,2021,Triticonazole,1,1.0,0.01,0.0,0.0,0.0,0.0
6225,CZ,2021,Vamidothion (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6226,CZ,2021,Vinclozolin (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6227,CZ,2021,Zoxamide,1,1.0,0.01,0.0,0.0,0.0,0.0
6328,CZ,2024,DDT (sum),26,0.0,0.0,0.0,2.0,0.0046,0.0033
6325,CZ,2024,Copper compounds,12,0.0,0.0,0.0,7.0,0.0757,0.0251
6396,DE,2011,DDT (sum),210,0.0,0.0,0.0,126.0,0.001,0.0013
6412,DE,2011,HCH-alpha,210,0.0,0.0,0.0,1.0,0.0,0.0
6413,DE,2011,HCH-beta,210,0.0,0.0,0.0,1.0,0.0006,0.0
6416,DE,2011,Hexachlorobenzene,210,0.0,0.0,0.0,170.0,0.0011,0.0011
6420,DE,2011,Lindane,210,0.0,0.0,0.0,2.0,0.0006,0.0001
6542,DE,2012,DDT (sum),365,0.0,0.0,0.0,99.0,0.0015,0.0035
6647,DE,2012,Hexachlorobenzene,365,1.0,0.006,0.0,148.0,0.0004,0.0009
6644,DE,2012,HCH-beta,364,0.0,0.0,0.0,1.0,0.0,0.0
6582,DE,2012,Endrin,342,0.0,0.0,0.0,3.0,0.0001,0.0
6720,DE,2012,Permethrin (sum),235,0.0,0.0,0.0,1.0,0.0005,0.0
6674,DE,2012,Mercury compounds,156,0.0,0.0,0.0,12.0,0.0031,0.0016
6527,DE,2012,Copper compounds,115,0.0,0.0,0.0,67.0,0.5248,0.2309
6705,DE,2012,Not in list,43,12.0,0.3778,0.4904,0.0,0.0,0.0
6541,DE,2012,DDAC (mix),19,4.0,23.1825,44.2045,1.0,0.029,0.0
6888,DE,2013,DDT (sum),198,0.0,0.0,0.0,58.0,0.0006,0.0016
6984,DE,2013,Heptachlor (sum),198,0.0,0.0,0.0,3.0,0.0003,0.0002
6985,DE,2013,Hexachlorobenzene,198,0.0,0.0,0.0,133.0,0.0002,0.0005
7017,DE,2013,Mercury compounds,84,0.0,0.0,0.0,1.0,0.0028,0.0
6876,DE,2013,Copper compounds,79,0.0,0.0,0.0,33.0,0.07,0.0225
6830,DE,2013,Benzalkonium chloride,47,0.0,0.0,0.0,2.0,0.042,0.0396
6887,DE,2013,DDAC (mix),47,1.0,1.72,0.0,0.0,0.0,0.0
7196,DE,2014,DDT (sum),224,0.0,0.0,0.0,81.0,0.0005,0.0007
7255,DE,2014,Lindane,223,0.0,0.0,0.0,4.0,0.0001,0.0
7248,DE,2014,Hexachlorobenzene,205,0.0,0.0,0.0,179.0,0.0002,0.0002
7282,DE,2014,Permethrin (sum),197,0.0,0.0,0.0,3.0,0.0011,0.0005
7160,DE,2014,Benzalkonium chloride,67,17.0,1.9585,3.5192,7.0,0.0476,0.0209
7195,DE,2014,DDAC (mix),64,11.0,6.6,10.0142,0.0,0.0,0.0
7158,DE,2014,BAC 18,53,1.0,0.87,0.0,1.0,0.068,0.0
7258,DE,2014,Mercury compounds,18,0.0,0.0,0.0,1.0,0.0017,0.0
7189,DE,2014,Copper compounds,9,0.0,0.0,0.0,5.0,0.1794,0.0795
7418,DE,2015,DDT (sum),279,0.0,0.0,0.0,51.0,0.0004,0.0007
7555,DE,2015,Lindane,279,0.0,0.0,0.0,5.0,0.0,0.0
7527,DE,2015,HCH-beta,264,0.0,0.0,0.0,1.0,0.0001,0.0
7533,DE,2015,Hexachlorobenzene,247,0.0,0.0,0.0,68.0,0.0002,0.0002
7357,DE,2015,Benzalkonium chloride,75,11.0,1.8975,1.7792,5.0,0.0484,0.0272
7417,DE,2015,DDAC (mix),75,10.0,7.4252,7.0323,0.0,0.0,0.0
7566,DE,2015,Mercury compounds,28,0.0,0.0,0.0,2.0,0.0066,0.0037
7407,DE,2015,Copper compounds,18,0.0,0.0,0.0,14.0,0.0628,0.0133
7814,DE,2016,DDT (sum),208,0.0,0.0,0.0,20.0,0.0002,0.0003
7976,DE,2016,Lindane,208,0.0,0.0,0.0,1.0,0.0,0.0
7944,DE,2016,Hexachlorobenzene,203,0.0,0.0,0.0,46.0,0.0001,0.0001
7808,DE,2016,Cypermethrin (sum),193,0.0,0.0,0.0,1.0,0.0016,0.0
7816,DE,2016,Deltamethrin,193,0.0,0.0,0.0,1.0,0.0012,0.0
7741,DE,2016,Benzalkonium chloride,94,1.0,0.15,0.0,0.0,0.0,0.0
7773,DE,2016,Chlorate,46,0.0,0.0,0.0,1.0,0.018,0.0
7797,DE,2016,Copper compounds,20,0.0,0.0,0.0,9.0,0.0582,0.0068
8337,DE,2017,Lindane,152,0.0,0.0,0.0,1.0,0.0,0.0
8227,DE,2017,DDT (sum),151,0.0,0.0,0.0,15.0,0.0004,0.0007
8316,DE,2017,Hexachlorobenzene,147,0.0,0.0,0.0,12.0,0.0001,0.0001
8216,DE,2017,Copper compounds,45,0.0,0.0,0.0,35.0,0.3657,0.2251
8438,DE,2017,Tetraconazole (sum),34,0.0,0.0,0.0,1.0,0.006,0.0
8180,DE,2017,BAC 12,28,0.0,0.0,0.0,1.0,0.024,0.0
8190,DE,2017,Benzalkonium chloride,8,0.0,0.0,0.0,1.0,0.024,0.0
8526,DE,2018,DDT (sum),135,0.0,0.0,0.0,8.0,0.0114,0.0089
8617,DE,2018,Hexachlorobenzene,134,0.0,0.0,0.0,2.0,0.0035,0.0021
8473,DE,2018,BAC 14,65,0.0,0.0,0.0,1.0,0.014,0.0
8481,DE,2018,Benzalkonium chloride,37,0.0,0.0,0.0,1.0,0.02,0.0
8513,DE,2018,Copper compounds,24,0.0,0.0,0.0,13.0,0.0688,0.0458
8874,DE,2019,DDT (sum),186,0.0,0.0,0.0,4.0,0.0062,0.0028
8861,DE,2019,Copper compounds,41,0.0,0.0,0.0,24.0,0.0564,0.0096
9264,DE,2021,BAC 12,148,0.0,0.0,0.0,1.0,0.013,0.0
9265,DE,2021,BAC 14,148,0.0,0.0,0.0,1.0,0.014,0.0
9277,DE,2021,Benzalkonium chloride,148,0.0,0.0,0.0,1.0,0.027,0.0
9362,DE,2021,DDAC (mix),148,0.0,0.0,0.0,2.0,0.0225,0.0133
9363,DE,2021,DDT (sum),136,0.0,0.0,0.0,3.0,0.0072,0.0015
9554,DE,2021,Lindane,136,0.0,0.0,0.0,3.0,0.0008,0.0001
9517,DE,2021,Hexachlorobenzene,135,0.0,0.0,0.0,1.0,0.001,0.0
9342,DE,2021,Copper compounds,36,0.0,0.0,0.0,23.0,0.0555,0.0114
9314,DE,2021,Chlorate,16,0.0,0.0,0.0,1.0,0.015,0.0
9818,DE,2022,Benzalkonium chloride,172,0.0,0.0,0.0,2.0,0.0115,0.0007
9892,DE,2022,DDAC (mix),171,0.0,0.0,0.0,1.0,0.027,0.0
9805,DE,2022,BAC 12,169,0.0,0.0,0.0,1.0,0.011,0.0
9806,DE,2022,BAC 14,169,0.0,0.0,0.0,1.0,0.012,0.0
9876,DE,2022,Copper compounds,26,0.0,0.0,0.0,12.0,0.0514,0.0091
9828,DE,2022,Bromide ion,2,2.0,2.3,0.2828,0.0,0.0,0.0
10290,DE,2023,BAC 12,155,0.0,0.0,0.0,2.0,0.012,0.0028
10291,DE,2023,BAC 14,155,0.0,0.0,0.0,1.0,0.022,0.0
10300,DE,2023,Benzalkonium chloride,116,0.0,0.0,0.0,2.0,0.023,0.0184
10340,DE,2023,Copper compounds,29,0.0,0.0,0.0,9.0,0.0552,0.0049
10620,DE,2024,BAC 12,158,0.0,0.0,0.0,1.0,0.01,0.0
10628,DE,2024,Benzalkonium chloride,158,0.0,0.0,0.0,1.0,0.01,0.0
10750,DE,2024,Hexachlorobenzene,104,0.0,0.0,0.0,5.0,0.0001,0.0
10662,DE,2024,Copper compounds,23,0.0,0.0,0.0,8.0,0.0585,0.0105
11511,DK,2020,Copper compounds,7,0.0,0.0,0.0,7.0,0.04,0.0191
11541,DK,2021,Copper compounds,8,0.0,0.0,0.0,7.0,0.0152,0.0099
11555,DK,2021,Mercury compounds,8,0.0,0.0,0.0,4.0,0.0003,0.0001
11572,DK,2022,Copper compounds,10,0.0,0.0,0.0,1.0,0.052,0.0
11610,DK,2023,Copper compounds,9,0.0,0.0,0.0,9.0,0.0443,0.0082
11628,DK,2023,Mercury compounds,9,0.0,0.0,0.0,1.0,0.001,0.0
14390,FR,2019,2-phenylphenol (sum),26,1.0,0.19,0.0,0.0,0.0,0.0
15500,FR,2021,Chlorpyrifos-methyl,56,0.0,0.0,0.0,1.0,0.0006,0.0
16075,FR,2022,Dieldrin (sum),91,0.0,0.0,0.0,1.0,0.005,0.0
16753,GB,2016,BAC 12,197,0.0,0.0,0.0,3.0,0.0833,0.0208
16757,GB,2016,Benzalkonium chloride,197,0.0,0.0,0.0,3.0,0.0833,0.0208
16853,GB,2017,BAC 12,266,0.0,0.0,0.0,2.0,0.08,0.0283
16858,GB,2017,Benzalkonium chloride,266,0.0,0.0,0.0,2.0,0.08,0.0283
16966,GB,2018,BAC 12,279,0.0,0.0,0.0,6.0,0.0883,0.016
16971,GB,2018,Benzalkonium chloride,279,0.0,0.0,0.0,6.0,0.0883,0.016
16956,GB,2018,"2,4-D (sum)",1,1.0,0.01,0.0,0.0,0.0,0.0
17078,GB,2019,BAC 12,297,1.0,0.2,0.0,1.0,0.1,0.0
17079,GB,2019,BAC 14,297,0.0,0.0,0.0,1.0,0.08,0.0
18761,HR,2015,Chlordane (sum),25,1.0,0.001,0.0,0.0,0.0,0.0
18762,HR,2015,Chlorobenzilate,25,0.0,0.0,0.0,1.0,0.002,0.0
18767,HR,2015,DDT (sum),25,0.0,0.0,0.0,2.0,0.0042,0.0015
18771,HR,2015,Endosulfan (sum),25,0.0,0.0,0.0,1.0,0.002,0.0
18781,HR,2015,HCH-alpha,25,0.0,0.0,0.0,1.0,0.001,0.0
18784,HR,2015,Hexachlorobenzene,25,0.0,0.0,0.0,7.0,0.001,0.0001
18788,HR,2015,Methoxychlor,25,0.0,0.0,0.0,3.0,0.002,0.0
20735,HU,2020,2-phenylphenol (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
20736,HU,2020,"3-[(6-iodo-4-oxo-3-propyl-3,4-dihydroquinazolin-2-yl)oxy]propanoic acid",13,13.0,0.01,0.0,0.0,0.0,0.0
20737,HU,2020,Abamectin (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20738,HU,2020,Acephate,13,13.0,0.01,0.0,0.0,0.0,0.0
20739,HU,2020,Acetochlor,13,13.0,0.01,0.0,0.0,0.0,0.0
20740,HU,2020,Aclonifen,13,13.0,0.01,0.0,0.0,0.0,0.0
20741,HU,2020,Alachlor,13,13.0,0.01,0.0,0.0,0.0,0.0
20742,HU,2020,Aldicarb (sum),13,13.0,0.0092,0.0075,0.0,0.0,0.0
20743,HU,2020,Ametoctradin (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20744,HU,2020,Ametryn,13,13.0,0.01,0.0,0.0,0.0,0.0
20745,HU,2020,Amitraz (sum),13,13.0,0.0042,0.0036,0.0,0.0,0.0
20746,HU,2020,Atrazine,13,13.0,0.01,0.0,0.0,0.0,0.0
20747,HU,2020,"Atrazine, Desisopropyl-",13,13.0,0.01,0.0,0.0,0.0,0.0
20749,HU,2020,Azinphos-ethyl,13,0.0,0.0,0.0,13.0,0.01,0.0
20750,HU,2020,Azinphos-methyl,13,0.0,0.0,0.0,13.0,0.01,0.0
20751,HU,2020,Aziprotryne,13,13.0,0.01,0.0,0.0,0.0,0.0
20752,HU,2020,Azoxystrobin,13,13.0,0.01,0.0,0.0,0.0,0.0
20753,HU,2020,Benalaxyl (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20754,HU,2020,Benzovindiflupyr,13,13.0,0.01,0.0,0.0,0.0,0.0
20755,HU,2020,Bifenox,13,13.0,0.01,0.0,0.0,0.0,0.0
20756,HU,2020,Bifenthrin (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
20757,HU,2020,Bioresmethrin,13,13.0,0.01,0.0,0.0,0.0,0.0
20758,HU,2020,Biphenyl,13,13.0,0.01,0.0,0.0,0.0,0.0
20759,HU,2020,Bitertanol (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20760,HU,2020,Bixafen (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20761,HU,2020,Boscalid (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
20762,HU,2020,Bromfenvinfos,13,13.0,0.01,0.0,0.0,0.0,0.0
20763,HU,2020,Bromophos,13,13.0,0.01,0.0,0.0,0.0,0.0
20764,HU,2020,Bromophos-ethyl,13,13.0,0.01,0.0,0.0,0.0,0.0
20765,HU,2020,Bromopropylate,13,13.0,0.01,0.0,0.0,0.0,0.0
20766,HU,2020,Bromuconazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20767,HU,2020,Bupirimate,13,13.0,0.01,0.0,0.0,0.0,0.0
20768,HU,2020,Buprofezin,13,13.0,0.01,0.0,0.0,0.0,0.0
20769,HU,2020,Butylate,13,13.0,0.01,0.0,0.0,0.0,0.0
20770,HU,2020,Cadusafos,13,13.0,0.01,0.0,0.0,0.0,0.0
20771,HU,2020,Carbaryl,13,13.0,0.01,0.0,0.0,0.0,0.0
20772,HU,2020,Carbendazim and benomyl (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20773,HU,2020,Carbendazim and thiophanate-methyl (sum),13,13.0,0.016,0.0,0.0,0.0,0.0
20774,HU,2020,Carbofuran (sum),13,13.0,0.001,0.0,0.0,0.0,0.0
20775,HU,2020,Carboxin,13,13.0,0.01,0.0,0.0,0.0,0.0
20776,HU,2020,Chlorantraniliprole,13,13.0,0.01,0.0,0.0,0.0,0.0
20777,HU,2020,Chlorbromuron,13,13.0,0.01,0.0,0.0,0.0,0.0
20778,HU,2020,Chlorfenvinphos,13,13.0,0.01,0.0,0.0,0.0,0.0
20779,HU,2020,Chlorfluazuron,13,13.0,0.01,0.0,0.0,0.0,0.0
20780,HU,2020,Chlorobenzilate,13,0.0,0.0,0.0,13.0,0.01,0.0
20781,HU,2020,Chlorothalonil (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20782,HU,2020,Chlorotoluron (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20783,HU,2020,Chlorpyrifos,13,0.0,0.0,0.0,13.0,0.005,0.0
20784,HU,2020,Chlorpyrifos-methyl,13,0.0,0.0,0.0,13.0,0.005,0.0
20785,HU,2020,Cinidon-ethyl (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20786,HU,2020,Clofentezine (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20787,HU,2020,Clomazone (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20788,HU,2020,Coumaphos,13,13.0,0.01,0.0,0.0,0.0,0.0
20789,HU,2020,Cyanazine,13,13.0,0.01,0.0,0.0,0.0,0.0
20790,HU,2020,Cyazofamid,13,13.0,0.01,0.0,0.0,0.0,0.0
20791,HU,2020,Cycloate,13,13.0,0.01,0.0,0.0,0.0,0.0
20792,HU,2020,Cycloxydim (sum),13,13.0,0.022,0.0122,0.0,0.0,0.0
20793,HU,2020,Cyfluthrin (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
20794,HU,2020,Cymoxanil,13,13.0,0.01,0.0,0.0,0.0,0.0
20795,HU,2020,Cypermethrin (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
20796,HU,2020,Cyproconazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20797,HU,2020,Cyprodinil (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20798,HU,2020,DDT (sum),13,0.0,0.0,0.0,13.0,0.0102,0.0082
20799,HU,2020,Deltamethrin,13,0.0,0.0,0.0,13.0,0.02,0.0
20800,HU,2020,Desmedipham,13,13.0,0.01,0.0,0.0,0.0,0.0
20801,HU,2020,Diazinon,13,0.0,0.0,0.0,13.0,0.01,0.0
20802,HU,2020,Dichlofluanid and DMSA (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20803,HU,2020,Dichlorvos,13,13.0,0.01,0.0,0.0,0.0,0.0
20804,HU,2020,Diclobutrazol,13,13.0,0.01,0.0,0.0,0.0,0.0
20805,HU,2020,Dicloran,13,13.0,0.01,0.0,0.0,0.0,0.0
20806,HU,2020,Dicofol (sum),13,13.0,0.0133,0.0048,0.0,0.0,0.0
20807,HU,2020,Dieldrin (sum),13,0.0,0.0,0.0,13.0,0.0027,0.001
20808,HU,2020,Diethofencarb,13,13.0,0.01,0.0,0.0,0.0,0.0
20809,HU,2020,Difenoconazole,13,13.0,0.005,0.0,0.0,0.0,0.0
20810,HU,2020,Diflubenzuron (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20811,HU,2020,Diflufenican,13,13.0,0.01,0.0,0.0,0.0,0.0
20812,HU,2020,Dimethachlor,13,13.0,0.01,0.0,0.0,0.0,0.0
20813,HU,2020,Dimethenamid (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20815,HU,2020,Dimethomorph (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20816,HU,2020,Dimoxystrobin (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20817,HU,2020,Diniconazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20818,HU,2020,Diphenylamine,13,0.0,0.0,0.0,13.0,0.01,0.0
20819,HU,2020,Disulfoton (sum),13,13.0,0.0045,0.0026,0.0,0.0,0.0
20820,HU,2020,Ditalimfos,13,13.0,0.01,0.0,0.0,0.0,0.0
20821,HU,2020,Diuron,13,13.0,0.01,0.0,0.0,0.0,0.0
20822,HU,2020,Dodine,13,13.0,0.01,0.0,0.0,0.0,0.0
20823,HU,2020,EPN,13,13.0,0.0094,0.0022,0.0,0.0,0.0
20824,HU,2020,Emamectin (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20825,HU,2020,Endosulfan (sum),13,0.0,0.0,0.0,13.0,0.0075,0.0044
20826,HU,2020,Endrin,13,4.0,0.005,0.0,9.0,0.0008,0.0
20827,HU,2020,Endrin ketone,13,13.0,0.005,0.0,0.0,0.0,0.0
20828,HU,2020,Epoxiconazole,13,13.0,0.002,0.0,0.0,0.0,0.0
20829,HU,2020,Ethiofencarb,13,13.0,0.01,0.0,0.0,0.0,0.0
20830,HU,2020,Ethiofencarb-Sulfon,13,13.0,0.01,0.0,0.0,0.0,0.0
20831,HU,2020,Ethiofencarb-Sulfoxid,13,13.0,0.01,0.0,0.0,0.0,0.0
20832,HU,2020,Ethion,13,13.0,0.01,0.0,0.0,0.0,0.0
20833,HU,2020,Ethirimol,13,13.0,0.01,0.0,0.0,0.0,0.0
20834,HU,2020,Ethoprophos,13,13.0,0.01,0.0,0.0,0.0,0.0
20835,HU,2020,Etofenprox,13,0.0,0.0,0.0,13.0,0.01,0.0
20836,HU,2020,Etoxazole,13,13.0,0.01,0.0,0.0,0.0,0.0
20837,HU,2020,Etrimfos,13,13.0,0.01,0.0,0.0,0.0,0.0
20838,HU,2020,Famoxadone,13,0.0,0.0,0.0,13.0,0.01,0.0
20839,HU,2020,Fenamidone,13,13.0,0.01,0.0,0.0,0.0,0.0
20840,HU,2020,Fenarimol,13,13.0,0.01,0.0,0.0,0.0,0.0
20841,HU,2020,Fenazaquin,13,13.0,0.01,0.0,0.0,0.0,0.0
20842,HU,2020,Fenbuconazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20843,HU,2020,Fenhexamid,13,13.0,0.01,0.0,0.0,0.0,0.0
20844,HU,2020,Fenitrothion,13,13.0,0.01,0.0,0.0,0.0,0.0
20845,HU,2020,Fenoxycarb,13,13.0,0.01,0.0,0.0,0.0,0.0
20846,HU,2020,Fenpropathrin,13,13.0,0.01,0.0,0.0,0.0,0.0
20847,HU,2020,Fenpropimorph (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
20848,HU,2020,Fenpyrazamine,13,13.0,0.01,0.0,0.0,0.0,0.0
20849,HU,2020,Fenpyroximate,13,13.0,0.01,0.0,0.0,0.0,0.0
20850,HU,2020,Fenthion (sum),13,13.0,0.002,0.0,13.0,0.0027,0.0029
20851,HU,2020,Fenvalerate/Esfenvalerate (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
20852,HU,2020,Fipronil (sum),13,1.0,0.01,0.0,13.0,0.003,0.0012
20853,HU,2020,Fluazinam,13,13.0,0.01,0.0,0.0,0.0,0.0
20854,HU,2020,Flubendiamide (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20855,HU,2020,Fludioxonil (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20856,HU,2020,Flufenacet (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20857,HU,2020,Flufenoxuron,13,13.0,0.01,0.0,0.0,0.0,0.0
20858,HU,2020,Flumethrin,13,13.0,0.01,0.0,0.0,0.0,0.0
20859,HU,2020,Flumioxazin,13,13.0,0.01,0.0,0.0,0.0,0.0
20860,HU,2020,Fluometuron,13,13.0,0.01,0.0,0.0,0.0,0.0
20861,HU,2020,Fluopicolide,13,13.0,0.01,0.0,0.0,0.0,0.0
20862,HU,2020,Fluopyram (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20863,HU,2020,Fluoxastrobin (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20864,HU,2020,Fluquinconazole,13,0.0,0.0,0.0,13.0,0.01,0.0
20865,HU,2020,Flurochloridone (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20866,HU,2020,Flusilazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20867,HU,2020,Flutolanil (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20868,HU,2020,Flutriafol,13,13.0,0.01,0.0,0.0,0.0,0.0
20869,HU,2020,Fluvalinate (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
20870,HU,2020,Fluxapyroxad,13,13.0,0.01,0.0,0.0,0.0,0.0
20871,HU,2020,Folpet (sum),13,13.0,0.02,0.0,0.0,0.0,0.0
20872,HU,2020,Fomesafen,13,13.0,0.01,0.0,0.0,0.0,0.0
20873,HU,2020,Fonofos,13,13.0,0.01,0.0,0.0,0.0,0.0
20874,HU,2020,Formothion,13,13.0,0.01,0.0,0.0,0.0,0.0
20875,HU,2020,Fosthiazate,13,13.0,0.01,0.0,0.0,0.0,0.0
20876,HU,2020,Fuberidazole,13,13.0,0.01,0.0,0.0,0.0,0.0
20877,HU,2020,HCH-alpha,13,0.0,0.0,0.0,13.0,0.005,0.0
20878,HU,2020,HCH-beta,13,0.0,0.0,0.0,13.0,0.005,0.0
20879,HU,2020,Heptachlor (sum),13,7.0,0.01,0.0052,6.0,0.002,0.001
20880,HU,2020,Heptenophos,13,13.0,0.01,0.0,0.0,0.0,0.0
20881,HU,2020,Hexachlorobenzene,13,0.0,0.0,0.0,13.0,0.005,0.0
20882,HU,2020,Hexaconazole,13,13.0,0.01,0.0,0.0,0.0,0.0
20883,HU,2020,Hexaflumuron,13,13.0,0.01,0.0,0.0,0.0,0.0
20884,HU,2020,Hexazinone,13,13.0,0.01,0.0,0.0,0.0,0.0
20885,HU,2020,Hexythiazox (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20886,HU,2020,Imazalil (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20887,HU,2020,Imidacloprid,13,13.0,0.01,0.0,0.0,0.0,0.0
20888,HU,2020,Indoxacarb (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
20889,HU,2020,Ipconazole,13,13.0,0.01,0.0,0.0,0.0,0.0
20890,HU,2020,Iprovalicarb,13,13.0,0.01,0.0,0.0,0.0,0.0
20891,HU,2020,Isocarbophos,13,13.0,0.01,0.0,0.0,0.0,0.0
20892,HU,2020,Isodrin,13,13.0,0.01,0.0,0.0,0.0,0.0
20893,HU,2020,Isofenphos,13,13.0,0.01,0.0,0.0,0.0,0.0
20894,HU,2020,Isofenphos-methyl,13,13.0,0.01,0.0,0.0,0.0,0.0
20895,HU,2020,Isoprocarb,13,13.0,0.01,0.0,0.0,0.0,0.0
20896,HU,2020,Isoprothiolane,13,13.0,0.01,0.0,0.0,0.0,0.0
20897,HU,2020,Isoproturon,13,13.0,0.01,0.0,0.0,0.0,0.0
20898,HU,2020,Isopyrazam (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20899,HU,2020,Isoxadifen-ethyl,13,13.0,0.01,0.0,0.0,0.0,0.0
20901,HU,2020,Kresoxim methyl (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20902,HU,2020,Lambda-cyhalothrin (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
20903,HU,2020,Lenacil,13,13.0,0.01,0.0,0.0,0.0,0.0
20904,HU,2020,Lindane,13,0.0,0.0,0.0,13.0,0.005,0.0
20905,HU,2020,Linuron,13,13.0,0.01,0.0,0.0,0.0,0.0
20906,HU,2020,Lufenuron (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20907,HU,2020,Malathion (sum),13,13.0,0.0067,0.0024,0.0,0.0,0.0
20908,HU,2020,Mandipropamid (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20909,HU,2020,Mecarbam,13,13.0,0.01,0.0,0.0,0.0,0.0
20910,HU,2020,Mepronil,13,13.0,0.01,0.0,0.0,0.0,0.0
20911,HU,2020,Metaflumizone (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
20912,HU,2020,Metalaxyl and metalaxyl-M (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20913,HU,2020,Metaldehyde,13,13.0,0.01,0.0,0.0,0.0,0.0
20914,HU,2020,Metamitron,13,13.0,0.01,0.0,0.0,0.0,0.0
20915,HU,2020,Metazachlor (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20916,HU,2020,Metconazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20917,HU,2020,Methacrifos,13,13.0,0.01,0.0,0.0,0.0,0.0
20918,HU,2020,Methamidophos,13,13.0,0.01,0.0,0.0,0.0,0.0
20919,HU,2020,Methidathion,13,0.0,0.0,0.0,13.0,0.01,0.0
20920,HU,2020,Methiocarb (sum),13,13.0,0.0145,0.0079,0.0,0.0,0.0
20921,HU,2020,Methomyl and Thiodicarb (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20922,HU,2020,Methoxychlor,13,0.0,0.0,0.0,13.0,0.005,0.0
20923,HU,2020,Methoxyfenozide,13,13.0,0.01,0.0,0.0,0.0,0.0
20924,HU,2020,Metobromuron,13,13.0,0.01,0.0,0.0,0.0,0.0
20925,HU,2020,Metolachlor and S-metolachlor (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
20926,HU,2020,Metoxuron,13,13.0,0.01,0.0,0.0,0.0,0.0
