,origCountry,year,tag,num_samples,above_mrl_samples,above_mrl_mean,above_mrl_std,between_loq_and_mrl_samples,between_loq_and_mrl_mean,between_loq_and_mrl_std
6580,CZ,2021,Tetrachlorvinphos,1,1.0,0.01,0.0,0.0,0.0,0.0
6582,CZ,2021,Tetradifon,1,1.0,0.01,0.0,0.0,0.0,0.0
6583,CZ,2021,Tetramethrin,1,1.0,0.01,0.0,0.0,0.0,0.0
6584,CZ,2021,Thiacloprid,1,1.0,0.01,0.0,0.0,0.0,0.0
6585,CZ,2021,Thiamethoxam (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6586,CZ,2021,Thiencarbazone-methyl,1,1.0,0.01,0.0,0.0,0.0,0.0
6587,CZ,2021,Thiometon,1,1.0,0.01,0.0,0.0,0.0,0.0
6588,CZ,2021,Tolclofos-methyl,1,1.0,0.01,0.0,0.0,0.0,0.0
6589,CZ,2021,Tolylfluanid (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6591,CZ,2021,Tri-allate,1,1.0,0.01,0.0,0.0,0.0,0.0
6592,CZ,2021,Triadimenol (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6594,CZ,2021,Trichlorfon,1,1.0,0.01,0.0,0.0,0.0,0.0
6595,CZ,2021,Tricyclazole,1,1.0,0.01,0.0,0.0,0.0,0.0
6596,CZ,2021,Trifloxystrobin (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6597,CZ,2021,Triflumuron,1,1.0,0.01,0.0,0.0,0.0,0.0
6598,CZ,2021,Trifluralin,1,1.0,0.01,0.0,0.0,0.0,0.0
6599,CZ,2021,Triforine,1,1.0,0.01,0.0,0.0,0.0,0.0
6600,CZ,2021,Triticonazole,1,1.0,0.01,0.0,0.0,0.0,0.0
6601,CZ,2021,Vamidothion (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6602,CZ,2021,Vinclozolin (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
6603,CZ,2021,Zoxamide,1,1.0,0.01,0.0,0.0,0.0,0.0
6711,CZ,2024,DDT (sum),26,0.0,0.0,0.0,2.0,0.0046,0.0033
6708,CZ,2024,Copper compounds,12,0.0,0.0,0.0,7.0,0.0757,0.0251
6779,DE,2011,DDT (sum),210,0.0,0.0,0.0,126.0,0.001,0.0013
6795,DE,2011,HCH-alpha,210,0.0,0.0,0.0,1.0,0.0,0.0
6796,DE,2011,HCH-beta,210,0.0,0.0,0.0,1.0,0.0006,0.0
6799,DE,2011,Hexachlorobenzene,210,0.0,0.0,0.0,170.0,0.0011,0.0011
6803,DE,2011,Lindane,210,0.0,0.0,0.0,2.0,0.0006,0.0001
6925,DE,2012,DDT (sum),365,0.0,0.0,0.0,99.0,0.0015,0.0035
7030,DE,2012,Hexachlorobenzene,365,1.0,0.006,0.0,148.0,0.0004,0.0009
7027,DE,2012,HCH-beta,364,0.0,0.0,0.0,1.0,0.0,0.0
6965,DE,2012,Endrin,342,0.0,0.0,0.0,3.0,0.0001,0.0
7103,DE,2012,Permethrin (sum),235,0.0,0.0,0.0,1.0,0.0005,0.0
7057,DE,2012,Mercury compounds,156,0.0,0.0,0.0,12.0,0.0031,0.0016
6910,DE,2012,Copper compounds,115,0.0,0.0,0.0,67.0,0.5248,0.2309
7088,DE,2012,Not in list,43,12.0,0.3778,0.4904,0.0,0.0,0.0
6924,DE,2012,DDAC (mix),19,4.0,23.1825,44.2045,1.0,0.029,0.0
7395,DE,2013,Lindane,337,0.0,0.0,0.0,2.0,0.0004,0.0004
7275,DE,2013,DDT (sum),334,0.0,0.0,0.0,92.0,0.0008,0.0016
7371,DE,2013,Heptachlor (sum),334,0.0,0.0,0.0,3.0,0.0003,0.0002
7372,DE,2013,Hexachlorobenzene,334,0.0,0.0,0.0,188.0,0.0004,0.0008
7405,DE,2013,Mercury compounds,270,0.0,0.0,0.0,5.0,0.0054,0.0025
7263,DE,2013,Copper compounds,265,0.0,0.0,0.0,88.0,0.0766,0.0494
7274,DE,2013,DDAC (mix),51,1.0,1.72,0.0,0.0,0.0,0.0
7216,DE,2013,Benzalkonium chloride,50,1.0,0.23,0.0,2.0,0.042,0.0396
7588,DE,2014,DDT (sum),224,0.0,0.0,0.0,81.0,0.0005,0.0007
7647,DE,2014,Lindane,223,0.0,0.0,0.0,4.0,0.0001,0.0
7640,DE,2014,Hexachlorobenzene,205,0.0,0.0,0.0,179.0,0.0002,0.0002
7674,DE,2014,Permethrin (sum),197,0.0,0.0,0.0,3.0,0.0011,0.0005
7552,DE,2014,Benzalkonium chloride,67,17.0,1.9585,3.5192,7.0,0.0476,0.0209
7587,DE,2014,DDAC (mix),64,11.0,6.6,10.0142,0.0,0.0,0.0
7550,DE,2014,BAC 18,53,1.0,0.87,0.0,1.0,0.068,0.0
7650,DE,2014,Mercury compounds,18,0.0,0.0,0.0,1.0,0.0017,0.0
7581,DE,2014,Copper compounds,9,0.0,0.0,0.0,5.0,0.1794,0.0795
7810,DE,2015,DDT (sum),279,0.0,0.0,0.0,51.0,0.0004,0.0007
7947,DE,2015,Lindane,279,0.0,0.0,0.0,5.0,0.0,0.0
7919,DE,2015,HCH-beta,264,0.0,0.0,0.0,1.0,0.0001,0.0
7925,DE,2015,Hexachlorobenzene,247,0.0,0.0,0.0,68.0,0.0002,0.0002
7749,DE,2015,Benzalkonium chloride,75,11.0,1.8975,1.7792,5.0,0.0484,0.0272
7809,DE,2015,DDAC (mix),75,10.0,7.4252,7.0323,0.0,0.0,0.0
7958,DE,2015,Mercury compounds,28,0.0,0.0,0.0,2.0,0.0066,0.0037
7799,DE,2015,Copper compounds,18,0.0,0.0,0.0,14.0,0.0628,0.0133
8213,DE,2016,DDT (sum),312,0.0,0.0,0.0,26.0,0.0002,0.0003
8349,DE,2016,Hexachlorobenzene,297,0.0,0.0,0.0,63.0,0.0001,0.0001
8381,DE,2016,Lindane,294,0.0,0.0,0.0,1.0,0.0,0.0
8207,DE,2016,Cypermethrin (sum),276,0.0,0.0,0.0,1.0,0.0016,0.0
8215,DE,2016,Deltamethrin,275,0.0,0.0,0.0,1.0,0.0012,0.0
8135,DE,2016,Benzalkonium chloride,111,1.0,0.15,0.0,0.0,0.0,0.0
8168,DE,2016,Chlorate,63,0.0,0.0,0.0,1.0,0.018,0.0
8193,DE,2016,Copper compounds,20,0.0,0.0,0.0,9.0,0.0582,0.0068
8749,DE,2017,Lindane,152,0.0,0.0,0.0,1.0,0.0,0.0
8639,DE,2017,DDT (sum),151,0.0,0.0,0.0,15.0,0.0004,0.0007
8728,DE,2017,Hexachlorobenzene,147,0.0,0.0,0.0,12.0,0.0001,0.0001
8628,DE,2017,Copper compounds,45,0.0,0.0,0.0,35.0,0.3657,0.2251
8850,DE,2017,Tetraconazole (sum),34,0.0,0.0,0.0,1.0,0.006,0.0
8592,DE,2017,BAC 12,28,0.0,0.0,0.0,1.0,0.024,0.0
8602,DE,2017,Benzalkonium chloride,8,0.0,0.0,0.0,1.0,0.024,0.0
8938,DE,2018,DDT (sum),135,0.0,0.0,0.0,8.0,0.0114,0.0089
9029,DE,2018,Hexachlorobenzene,134,0.0,0.0,0.0,2.0,0.0035,0.0021
8885,DE,2018,BAC 14,65,0.0,0.0,0.0,1.0,0.014,0.0
8893,DE,2018,Benzalkonium chloride,37,0.0,0.0,0.0,1.0,0.02,0.0
8925,DE,2018,Copper compounds,24,0.0,0.0,0.0,13.0,0.0688,0.0458
9306,DE,2019,DDT (sum),281,0.0,0.0,0.0,5.0,0.0048,0.0036
9439,DE,2019,Hexachlorobenzene,281,0.0,0.0,0.0,20.0,0.0001,0.0
9380,DE,2019,Fenthion (sum),212,0.0,0.0,0.0,1.0,0.0001,0.0
9211,DE,2019,Azinphos-ethyl,204,0.0,0.0,0.0,1.0,0.0001,0.0
9290,DE,2019,Copper compounds,149,0.0,0.0,0.0,48.0,0.0656,0.0272
9241,DE,2019,Bromide ion,4,3.0,0.97,0.2869,0.0,0.0,0.0
9750,DE,2021,BAC 12,148,0.0,0.0,0.0,1.0,0.013,0.0
9751,DE,2021,BAC 14,148,0.0,0.0,0.0,1.0,0.014,0.0
9763,DE,2021,Benzalkonium chloride,148,0.0,0.0,0.0,1.0,0.027,0.0
9848,DE,2021,DDAC (mix),148,0.0,0.0,0.0,2.0,0.0225,0.0133
9849,DE,2021,DDT (sum),136,0.0,0.0,0.0,3.0,0.0072,0.0015
10040,DE,2021,Lindane,136,0.0,0.0,0.0,3.0,0.0008,0.0001
10003,DE,2021,Hexachlorobenzene,135,0.0,0.0,0.0,1.0,0.001,0.0
9828,DE,2021,Copper compounds,36,0.0,0.0,0.0,23.0,0.0555,0.0114
9800,DE,2021,Chlorate,16,0.0,0.0,0.0,1.0,0.015,0.0
10386,DE,2022,DDAC (mix),249,0.0,0.0,0.0,2.0,0.057,0.0346
10296,DE,2022,BAC 12,247,0.0,0.0,0.0,2.0,0.0245,0.0191
10297,DE,2022,BAC 14,247,0.0,0.0,0.0,2.0,0.043,0.0438
10309,DE,2022,Benzalkonium chloride,237,1.0,0.11,0.0,2.0,0.0115,0.0007
10545,DE,2022,Hexachlorobenzene,172,0.0,0.0,0.0,14.0,0.0001,0.0
10369,DE,2022,Copper compounds,26,0.0,0.0,0.0,12.0,0.0514,0.0091
10319,DE,2022,Bromide ion,2,2.0,2.3,0.2828,0.0,0.0,0.0
10814,DE,2023,BAC 12,155,0.0,0.0,0.0,2.0,0.012,0.0028
10815,DE,2023,BAC 14,155,0.0,0.0,0.0,1.0,0.022,0.0
10824,DE,2023,Benzalkonium chloride,116,0.0,0.0,0.0,2.0,0.023,0.0184
10864,DE,2023,Copper compounds,29,0.0,0.0,0.0,9.0,0.0552,0.0049
11144,DE,2024,BAC 12,158,0.0,0.0,0.0,1.0,0.01,0.0
11152,DE,2024,Benzalkonium chloride,158,0.0,0.0,0.0,1.0,0.01,0.0
11274,DE,2024,Hexachlorobenzene,104,0.0,0.0,0.0,5.0,0.0001,0.0
11186,DE,2024,Copper compounds,23,0.0,0.0,0.0,8.0,0.0585,0.0105
12074,DK,2020,Copper compounds,7,0.0,0.0,0.0,7.0,0.04,0.0191
12104,DK,2021,Copper compounds,8,0.0,0.0,0.0,7.0,0.0152,0.0099
12118,DK,2021,Mercury compounds,8,0.0,0.0,0.0,4.0,0.0003,0.0001
12135,DK,2022,Copper compounds,10,0.0,0.0,0.0,1.0,0.052,0.0
12173,DK,2023,Copper compounds,9,0.0,0.0,0.0,9.0,0.0443,0.0082
12191,DK,2023,Mercury compounds,9,0.0,0.0,0.0,1.0,0.001,0.0
12797,ES,2013,DDT (sum),42,1.0,1.05,0.0707,0.0,0.0,0.0
15583,FR,2019,2-phenylphenol (sum),26,1.0,0.19,0.0,0.0,0.0,0.0
16693,FR,2021,Chlorpyrifos-methyl,56,0.0,0.0,0.0,1.0,0.0006,0.0
17377,FR,2022,Dieldrin (sum),96,0.0,0.0,0.0,1.0,0.005,0.0
18276,GB,2016,BAC 12,197,0.0,0.0,0.0,3.0,0.0833,0.0208
18280,GB,2016,Benzalkonium chloride,197,0.0,0.0,0.0,3.0,0.0833,0.0208
18376,GB,2017,BAC 12,266,0.0,0.0,0.0,2.0,0.08,0.0283
18381,GB,2017,Benzalkonium chloride,266,0.0,0.0,0.0,2.0,0.08,0.0283
18489,GB,2018,BAC 12,279,0.0,0.0,0.0,6.0,0.0883,0.016
18494,GB,2018,Benzalkonium chloride,279,0.0,0.0,0.0,6.0,0.0883,0.016
18479,GB,2018,"2,4-D (sum)",1,1.0,0.01,0.0,0.0,0.0,0.0
18601,GB,2019,BAC 12,297,1.0,0.2,0.0,1.0,0.1,0.0
18602,GB,2019,BAC 14,297,0.0,0.0,0.0,1.0,0.08,0.0
20356,HR,2015,Chlordane (sum),25,1.0,0.001,0.0,0.0,0.0,0.0
20357,HR,2015,Chlorobenzilate,25,0.0,0.0,0.0,1.0,0.002,0.0
20362,HR,2015,DDT (sum),25,0.0,0.0,0.0,2.0,0.0042,0.0015
20366,HR,2015,Endosulfan (sum),25,0.0,0.0,0.0,1.0,0.002,0.0
20376,HR,2015,HCH-alpha,25,0.0,0.0,0.0,1.0,0.001,0.0
20379,HR,2015,Hexachlorobenzene,25,0.0,0.0,0.0,7.0,0.001,0.0001
20383,HR,2015,Methoxychlor,25,0.0,0.0,0.0,3.0,0.002,0.0
20688,HU,2013,Benfuracarb,49,1.0,0.0249,0.0,0.0,0.0,0.0
22332,HU,2020,2-phenylphenol (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
22333,HU,2020,"3-[(6-iodo-4-oxo-3-propyl-3,4-dihydroquinazolin-2-yl)oxy]propanoic acid",13,13.0,0.01,0.0,0.0,0.0,0.0
22334,HU,2020,Abamectin (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
22335,HU,2020,Acephate,13,13.0,0.01,0.0,0.0,0.0,0.0
22336,HU,2020,Acetochlor,13,13.0,0.01,0.0,0.0,0.0,0.0
22337,HU,2020,Aclonifen,13,13.0,0.01,0.0,0.0,0.0,0.0
22338,HU,2020,Alachlor,13,13.0,0.01,0.0,0.0,0.0,0.0
22339,HU,2020,Aldicarb (sum),13,13.0,0.0092,0.0075,0.0,0.0,0.0
22340,HU,2020,Ametoctradin (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
22341,HU,2020,Ametryn,13,13.0,0.01,0.0,0.0,0.0,0.0
22342,HU,2020,Amitraz (sum),13,13.0,0.0042,0.0036,0.0,0.0,0.0
22343,HU,2020,Atrazine,13,13.0,0.01,0.0,0.0,0.0,0.0
22344,HU,2020,"Atrazine, Desisopropyl-",13,13.0,0.01,0.0,0.0,0.0,0.0
22346,HU,2020,Azinphos-ethyl,13,0.0,0.0,0.0,13.0,0.01,0.0
22347,HU,2020,Azinphos-methyl,13,0.0,0.0,0.0,13.0,0.01,0.0
22348,HU,2020,Aziprotryne,13,13.0,0.01,0.0,0.0,0.0,0.0
22349,HU,2020,Azoxystrobin,13,13.0,0.01,0.0,0.0,0.0,0.0
22350,HU,2020,Benalaxyl (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
22351,HU,2020,Benzovindiflupyr,13,13.0,0.01,0.0,0.0,0.0,0.0
22352,HU,2020,Bifenox,13,13.0,0.01,0.0,0.0,0.0,0.0
22353,HU,2020,Bifenthrin (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
22354,HU,2020,Bioresmethrin,13,13.0,0.01,0.0,0.0,0.0,0.0
22355,HU,2020,Biphenyl,13,13.0,0.01,0.0,0.0,0.0,0.0
22356,HU,2020,Bitertanol (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
22357,HU,2020,Bixafen (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
22358,HU,2020,Boscalid (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
22359,HU,2020,Bromfenvinfos,13,13.0,0.01,0.0,0.0,0.0,0.0
22360,HU,2020,Bromophos,13,13.0,0.01,0.0,0.0,0.0,0.0
22361,HU,2020,Bromophos-ethyl,13,13.0,0.01,0.0,0.0,0.0,0.0
22362,HU,2020,Bromopropylate,13,13.0,0.01,0.0,0.0,0.0,0.0
22363,HU,2020,Bromuconazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
22364,HU,2020,Bupirimate,13,13.0,0.01,0.0,0.0,0.0,0.0
22365,HU,2020,Buprofezin,13,13.0,0.01,0.0,0.0,0.0,0.0
22366,HU,2020,Butylate,13,13.0,0.01,0.0,0.0,0.0,0.0
22367,HU,2020,Cadusafos,13,13.0,0.01,0.0,0.0,0.0,0.0
22368,HU,2020,Carbaryl,13,13.0,0.01,0.0,0.0,0.0,0.0
22369,HU,2020,Carbendazim and benomyl (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
22370,HU,2020,Carbendazim and thiophanate-methyl (sum),13,13.0,0.016,0.0,0.0,0.0,0.0
22371,HU,2020,Carbofuran (sum),13,13.0,0.001,0.0,0.0,0.0,0.0
22372,HU,2020,Carboxin,13,13.0,0.01,0.0,0.0,0.0,0.0
22373,HU,2020,Chlorantraniliprole,13,13.0,0.01,0.0,0.0,0.0,0.0
22374,HU,2020,Chlorbromuron,13,13.0,0.01,0.0,0.0,0.0,0.0
22375,HU,2020,Chlorfenvinphos,13,13.0,0.01,0.0,0.0,0.0,0.0
22376,HU,2020,Chlorfluazuron,13,13.0,0.01,0.0,0.0,0.0,0.0
22377,HU,2020,Chlorobenzilate,13,0.0,0.0,0.0,13.0,0.01,0.0
22378,HU,2020,Chlorothalonil (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
22379,HU,2020,Chlorotoluron (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
22380,HU,2020,Chlorpyrifos,13,0.0,0.0,0.0,13.0,0.005,0.0
22381,HU,2020,Chlorpyrifos-methyl,13,0.0,0.0,0.0,13.0,0.005,0.0
22382,HU,2020,Cinidon-ethyl (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
22383,HU,2020,Clofentezine (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
22384,HU,2020,Clomazone (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
22385,HU,2020,Coumaphos,13,13.0,0.01,0.0,0.0,0.0,0.0
22386,HU,2020,Cyanazine,13,13.0,0.01,0.0,0.0,0.0,0.0
22387,HU,2020,Cyazofamid,13,13.0,0.01,0.0,0.0,0.0,0.0
22388,HU,2020,Cycloate,13,13.0,0.01,0.0,0.0,0.0,0.0
22389,HU,2020,Cycloxydim (sum),13,13.0,0.022,0.0122,0.0,0.0,0.0
22390,HU,2020,Cyfluthrin (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
22391,HU,2020,Cymoxanil,13,13.0,0.01,0.0,0.0,0.0,0.0
22392,HU,2020,Cypermethrin (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
22393,HU,2020,Cyproconazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
22394,HU,2020,Cyprodinil (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
22395,HU,2020,DDT (sum),13,0.0,0.0,0.0,13.0,0.0102,0.0082
22396,HU,2020,Deltamethrin,13,0.0,0.0,0.0,13.0,0.02,0.0
22397,HU,2020,Desmedipham,13,13.0,0.01,0.0,0.0,0.0,0.0
22398,HU,2020,Diazinon,13,0.0,0.0,0.0,13.0,0.01,0.0
22399,HU,2020,Dichlofluanid and DMSA (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
22400,HU,2020,Dichlorvos,13,13.0,0.01,0.0,0.0,0.0,0.0
22401,HU,2020,Diclobutrazol,13,13.0,0.01,0.0,0.0,0.0,0.0
22402,HU,2020,Dicloran,13,13.0,0.01,0.0,0.0,0.0,0.0
22403,HU,2020,Dicofol (sum),13,13.0,0.0133,0.0048,0.0,0.0,0.0
22404,HU,2020,Dieldrin (sum),13,0.0,0.0,0.0,13.0,0.0027,0.001
22405,HU,2020,Diethofencarb,13,13.0,0.01,0.0,0.0,0.0,0.0
22406,HU,2020,Difenoconazole,13,13.0,0.005,0.0,0.0,0.0,0.0
22407,HU,2020,Diflubenzuron (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
22408,HU,2020,Diflufenican,13,13.0,0.01,0.0,0.0,0.0,0.0
22409,HU,2020,Dimethachlor,13,13.0,0.01,0.0,0.0,0.0,0.0
22410,HU,2020,Dimethenamid (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
22412,HU,2020,Dimethomorph (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
22413,HU,2020,Dimoxystrobin (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
22414,HU,2020,Diniconazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
22415,HU,2020,Diphenylamine,13,0.0,0.0,0.0,13.0,0.01,0.0
22416,HU,2020,Disulfoton (sum),13,13.0,0.0045,0.0026,0.0,0.0,0.0
22417,HU,2020,Ditalimfos,13,13.0,0.01,0.0,0.0,0.0,0.0
22418,HU,2020,Diuron,13,13.0,0.01,0.0,0.0,0.0,0.0
22419,HU,2020,Dodine,13,13.0,0.01,0.0,0.0,0.0,0.0
22420,HU,2020,EPN,13,13.0,0.0094,0.0022,0.0,0.0,0.0
22421,HU,2020,Emamectin (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
22422,HU,2020,Endosulfan (sum),13,0.0,0.0,0.0,13.0,0.0075,0.0044
22423,HU,2020,Endrin,13,4.0,0.005,0.0,9.0,0.0008,0.0
22424,HU,2020,Endrin ketone,13,13.0,0.005,0.0,0.0,0.0,0.0
22425,HU,2020,Epoxiconazole,13,13.0,0.002,0.0,0.0,0.0,0.0
22426,HU,2020,Ethiofencarb,13,13.0,0.01,0.0,0.0,0.0,0.0
22427,HU,2020,Ethiofencarb-Sulfon,13,13.0,0.01,0.0,0.0,0.0,0.0
22428,HU,2020,Ethiofencarb-Sulfoxid,13,13.0,0.01,0.0,0.0,0.0,0.0
22429,HU,2020,Ethion,13,13.0,0.01,0.0,0.0,0.0,0.0
22430,HU,2020,Ethirimol,13,13.0,0.01,0.0,0.0,0.0,0.0
22431,HU,2020,Ethoprophos,13,13.0,0.01,0.0,0.0,0.0,0.0
22432,HU,2020,Etofenprox,13,0.0,0.0,0.0,13.0,0.01,0.0
22433,HU,2020,Etoxazole,13,13.0,0.01,0.0,0.0,0.0,0.0
22434,HU,2020,Etrimfos,13,13.0,0.01,0.0,0.0,0.0,0.0
22435,HU,2020,Famoxadone,13,0.0,0.0,0.0,13.0,0.01,0.0
22436,HU,2020,Fenamidone,13,13.0,0.01,0.0,0.0,0.0,0.0
22437,HU,2020,Fenarimol,13,13.0,0.01,0.0,0.0,0.0,0.0
22438,HU,2020,Fenazaquin,13,13.0,0.01,0.0,0.0,0.0,0.0
22439,HU,2020,Fenbuconazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
22440,HU,2020,Fenhexamid,13,13.0,0.01,0.0,0.0,0.0,0.0
22441,HU,2020,Fenitrothion,13,13.0,0.01,0.0,0.0,0.0,0.0
22442,HU,2020,Fenoxycarb,13,13.0,0.01,0.0,0.0,0.0,0.0
22443,HU,2020,Fenpropathrin,13,13.0,0.01,0.0,0.0,0.0,0.0
22444,HU,2020,Fenpropimorph (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
22445,HU,2020,Fenpyrazamine,13,13.0,0.01,0.0,0.0,0.0,0.0
22446,HU,2020,Fenpyroximate,13,13.0,0.01,0.0,0.0,0.0,0.0
22447,HU,2020,Fenthion (sum),13,13.0,0.002,0.0,13.0,0.0027,0.0029
22448,HU,2020,Fenvalerate/Esfenvalerate (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
22449,HU,2020,Fipronil (sum),13,1.0,0.01,0.0,13.0,0.003,0.0012
22450,HU,2020,Fluazinam,13,13.0,0.01,0.0,0.0,0.0,0.0
22451,HU,2020,Flubendiamide (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
22452,HU,2020,Fludioxonil (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
22453,HU,2020,Flufenacet (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
22454,HU,2020,Flufenoxuron,13,13.0,0.01,0.0,0.0,0.0,0.0
22455,HU,2020,Flumethrin,13,13.0,0.01,0.0,0.0,0.0,0.0
22456,HU,2020,Flumioxazin,13,13.0,0.01,0.0,0.0,0.0,0.0
22457,HU,2020,Fluometuron,13,13.0,0.01,0.0,0.0,0.0,0.0
22458,HU,2020,Fluopicolide,13,13.0,0.01,0.0,0.0,0.0,0.0
22459,HU,2020,Fluopyram (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
22460,HU,2020,Fluoxastrobin (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
22461,HU,2020,Fluquinconazole,13,0.0,0.0,0.0,13.0,0.01,0.0
22462,HU,2020,Flurochloridone (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
22463,HU,2020,Flusilazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
22464,HU,2020,Flutolanil (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
22465,HU,2020,Flutriafol,13,13.0,0.01,0.0,0.0,0.0,0.0
22466,HU,2020,Fluvalinate (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
22467,HU,2020,Fluxapyroxad,13,13.0,0.01,0.0,0.0,0.0,0.0
22468,HU,2020,Folpet (sum),13,13.0,0.02,0.0,0.0,0.0,0.0
22469,HU,2020,Fomesafen,13,13.0,0.01,0.0,0.0,0.0,0.0
22470,HU,2020,Fonofos,13,13.0,0.01,0.0,0.0,0.0,0.0
22471,HU,2020,Formothion,13,13.0,0.01,0.0,0.0,0.0,0.0
22472,HU,2020,Fosthiazate,13,13.0,0.01,0.0,0.0,0.0,0.0
22473,HU,2020,Fuberidazole,13,13.0,0.01,0.0,0.0,0.0,0.0
22474,HU,2020,HCH-alpha,13,0.0,0.0,0.0,13.0,0.005,0.0
22475,HU,2020,HCH-beta,13,0.0,0.0,0.0,13.0,0.005,0.0
22476,HU,2020,Heptachlor (sum),13,7.0,0.01,0.0052,6.0,0.002,0.001
22477,HU,2020,Heptenophos,13,13.0,0.01,0.0,0.0,0.0,0.0
22478,HU,2020,Hexachlorobenzene,13,0.0,0.0,0.0,13.0,0.005,0.0
22479,HU,2020,Hexaconazole,13,13.0,0.01,0.0,0.0,0.0,0.0
22480,HU,2020,Hexaflumuron,13,13.0,0.01,0.0,0.0,0.0,0.0
22481,HU,2020,Hexazinone,13,13.0,0.01,0.0,0.0,0.0,0.0
22482,HU,2020,Hexythiazox (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
22483,HU,2020,Imazalil (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
22484,HU,2020,Imidacloprid,13,13.0,0.01,0.0,0.0,0.0,0.0
22485,HU,2020,Indoxacarb (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
22486,HU,2020,Ipconazole,13,13.0,0.01,0.0,0.0,0.0,0.0
22487,HU,2020,Iprovalicarb,13,13.0,0.01,0.0,0.0,0.0,0.0
22488,HU,2020,Isocarbophos,13,13.0,0.01,0.0,0.0,0.0,0.0
22489,HU,2020,Isodrin,13,13.0,0.01,0.0,0.0,0.0,0.0
22490,HU,2020,Isofenphos,13,13.0,0.01,0.0,0.0,0.0,0.0
22491,HU,2020,Isofenphos-methyl,13,13.0,0.01,0.0,0.0,0.0,0.0
22492,HU,2020,Isoprocarb,13,13.0,0.01,0.0,0.0,0.0,0.0
22493,HU,2020,Isoprothiolane,13,13.0,0.01,0.0,0.0,0.0,0.0
22494,HU,2020,Isoproturon,13,13.0,0.01,0.0,0.0,0.0,0.0
22495,HU,2020,Isopyrazam (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
22496,HU,2020,Isoxadifen-ethyl,13,13.0,0.01,0.0,0.0,0.0,0.0
22498,HU,2020,Kresoxim methyl (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
22499,HU,2020,Lambda-cyhalothrin (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
22500,HU,2020,Lenacil,13,13.0,0.01,0.0,0.0,0.0,0.0
22501,HU,2020,Lindane,13,0.0,0.0,0.0,13.0,0.005,0.0
22502,HU,2020,Linuron,13,13.0,0.01,0.0,0.0,0.0,0.0
22503,HU,2020,Lufenuron (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
22504,HU,2020,Malathion (sum),13,13.0,0.0067,0.0024,0.0,0.0,0.0
22505,HU,2020,Mandipropamid (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
22506,HU,2020,Mecarbam,13,13.0,0.01,0.0,0.0,0.0,0.0
22507,HU,2020,Mepronil,13,13.0,0.01,0.0,0.0,0.0,0.0
22508,HU,2020,Metaflumizone (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
