,sampCountry,year,tag,num_samples,above_mrl_samples,above_mrl_mean,above_mrl_std,between_loq_and_mrl_samples,between_loq_and_mrl_mean,between_loq_and_mrl_std
15561,HU,2020,Imidacloprid,13,13.0,0.01,0.0,0.0,0.0,0.0
15562,HU,2020,Indoxacarb (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
15563,HU,2020,Ipconazole,13,13.0,0.01,0.0,0.0,0.0,0.0
15564,HU,2020,Iprovalicarb,13,13.0,0.01,0.0,0.0,0.0,0.0
15565,HU,2020,Isocarbophos,13,13.0,0.01,0.0,0.0,0.0,0.0
15566,HU,2020,Isodrin,13,13.0,0.01,0.0,0.0,0.0,0.0
15567,HU,2020,Isofenphos,13,13.0,0.01,0.0,0.0,0.0,0.0
15568,HU,2020,Isofenphos-methyl,13,13.0,0.01,0.0,0.0,0.0,0.0
15569,HU,2020,Isoprocarb,13,13.0,0.01,0.0,0.0,0.0,0.0
15570,HU,2020,Isoprothiolane,13,13.0,0.01,0.0,0.0,0.0,0.0
15571,HU,2020,Isoproturon,13,13.0,0.01,0.0,0.0,0.0,0.0
15572,HU,2020,Isopyrazam (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
15573,HU,2020,Isoxadifen-ethyl,13,13.0,0.01,0.0,0.0,0.0,0.0
15575,HU,2020,Kresoxim methyl (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
15576,HU,2020,Lambda-cyhalothrin (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
15577,HU,2020,Lenacil,13,13.0,0.01,0.0,0.0,0.0,0.0
15578,HU,2020,Lindane,13,0.0,0.0,0.0,13.0,0.005,0.0
15579,HU,2020,Linuron,13,13.0,0.01,0.0,0.0,0.0,0.0
15580,HU,2020,Lufenuron (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
15581,HU,2020,Malathion (sum),13,13.0,0.0067,0.0024,0.0,0.0,0.0
15582,HU,2020,Mandipropamid (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
15583,HU,2020,Mecarbam,13,13.0,0.01,0.0,0.0,0.0,0.0
15584,HU,2020,Mepronil,13,13.0,0.01,0.0,0.0,0.0,0.0
15585,HU,2020,Metaflumizone (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
15586,HU,2020,Metalaxyl and metalaxyl-M (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
15587,HU,2020,Metaldehyde,13,13.0,0.01,0.0,0.0,0.0,0.0
15588,HU,2020,Metamitron,13,13.0,0.01,0.0,0.0,0.0,0.0
15589,HU,2020,Metazachlor (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
15590,HU,2020,Metconazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
15591,HU,2020,Methacrifos,13,13.0,0.01,0.0,0.0,0.0,0.0
15592,HU,2020,Methamidophos,13,13.0,0.01,0.0,0.0,0.0,0.0
15593,HU,2020,Methidathion,13,0.0,0.0,0.0,13.0,0.01,0.0
15594,HU,2020,Methiocarb (sum),13,13.0,0.0145,0.0079,0.0,0.0,0.0
15595,HU,2020,Methomyl and Thiodicarb (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
15596,HU,2020,Methoxychlor,13,0.0,0.0,0.0,13.0,0.005,0.0
15597,HU,2020,Methoxyfenozide,13,13.0,0.01,0.0,0.0,0.0,0.0
15598,HU,2020,Metobromuron,13,13.0,0.01,0.0,0.0,0.0,0.0
15599,HU,2020,Metolachlor and S-metolachlor (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
15600,HU,2020,Metoxuron,13,13.0,0.01,0.0,0.0,0.0,0.0
15601,HU,2020,Metrafenone,13,13.0,0.01,0.0,0.0,0.0,0.0
15602,HU,2020,Metribuzin,13,13.0,0.01,0.0,13.0,0.01,0.0
15603,HU,2020,Mevinphos (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
15604,HU,2020,Molinate,13,13.0,0.01,0.0,0.0,0.0,0.0
15605,HU,2020,Monocrotophos,13,13.0,0.01,0.0,0.0,0.0,0.0
15606,HU,2020,Monolinuron,13,13.0,0.01,0.0,0.0,0.0,0.0
15607,HU,2020,Myclobutanil (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
15608,HU,2020,"N, N-Diethyl-meta-toluamide (DEET)",13,13.0,0.01,0.0,0.0,0.0,0.0
15609,HU,2020,Napropamide (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
15610,HU,2020,Nitenpyram,13,13.0,0.01,0.0,0.0,0.0,0.0
15611,HU,2020,Nitrofen,13,13.0,0.01,0.0,0.0,0.0,0.0
15612,HU,2020,Novaluron (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
15613,HU,2020,Nuarimol,13,13.0,0.01,0.0,0.0,0.0,0.0
15614,HU,2020,Ofurace,13,13.0,0.01,0.0,0.0,0.0,0.0
15615,HU,2020,Oxadiazon,13,13.0,0.01,0.0,0.0,0.0,0.0
15616,HU,2020,Oxadixyl,13,13.0,0.01,0.0,0.0,0.0,0.0
15617,HU,2020,Oxamyl,13,13.0,0.01,0.0,0.0,0.0,0.0
15618,HU,2020,Oxycarboxin,13,13.0,0.01,0.0,0.0,0.0,0.0
15619,HU,2020,Oxydemeton-methyl (sum),13,13.0,0.0096,0.0047,0.0,0.0,0.0
15620,HU,2020,Oxyfluorfen,13,13.0,0.01,0.0,0.0,0.0,0.0
15621,HU,2020,Paclobutrazol (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
15622,HU,2020,Parathion,13,0.0,0.0,0.0,13.0,0.01,0.0
15623,HU,2020,Parathion-methyl (sum),13,13.0,0.005,0.0,13.0,0.0075,0.0025
15624,HU,2020,Penconazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
15625,HU,2020,Pencycuron,13,13.0,0.01,0.0,0.0,0.0,0.0
15626,HU,2020,Pendimethalin,13,0.0,0.0,0.0,13.0,0.01,0.0
15627,HU,2020,Penflufen (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
15628,HU,2020,Penthiopyrad,13,13.0,0.01,0.0,0.0,0.0,0.0
15629,HU,2020,Permethrin (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
15630,HU,2020,Pethoxamid,13,13.0,0.01,0.0,0.0,0.0,0.0
15631,HU,2020,Phenmedipham,13,13.0,0.01,0.0,0.0,0.0,0.0
15632,HU,2020,Phenthoate,13,13.0,0.01,0.0,0.0,0.0,0.0
15633,HU,2020,Phosalone,13,13.0,0.01,0.0,0.0,0.0,0.0
15634,HU,2020,Phosmet (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
15635,HU,2020,Phosphamidon,13,13.0,0.01,0.0,0.0,0.0,0.0
15636,HU,2020,Phoxim,13,13.0,0.01,0.0,0.0,0.0,0.0
15637,HU,2020,Phthalimide,13,13.0,0.01,0.0,0.0,0.0,0.0
15638,HU,2020,Picolinafen,13,13.0,0.01,0.0,0.0,0.0,0.0
15639,HU,2020,Picoxystrobin,13,13.0,0.01,0.0,0.0,0.0,0.0
15640,HU,2020,Piperonyl Butoxide,13,13.0,0.01,0.0,0.0,0.0,0.0
15641,HU,2020,Pirimicarb (sum),13,13.0,0.0137,0.0053,0.0,0.0,0.0
15642,HU,2020,Pirimiphos-Ethyl,13,13.0,0.01,0.0,0.0,0.0,0.0
15643,HU,2020,Pirimiphos-methyl (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
15644,HU,2020,Prochloraz (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
15645,HU,2020,Profenofos,13,0.0,0.0,0.0,13.0,0.01,0.0
15646,HU,2020,Prometryn,13,13.0,0.01,0.0,0.0,0.0,0.0
15647,HU,2020,Propachlor (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
15648,HU,2020,Propamocarb (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
15649,HU,2020,Propaquizafop,13,13.0,0.01,0.0,0.0,0.0,0.0
15650,HU,2020,Propargite,13,13.0,0.01,0.0,0.0,0.0,0.0
15651,HU,2020,Propazine,13,13.0,0.01,0.0,0.0,0.0,0.0
15652,HU,2020,Propetamphos,13,13.0,0.01,0.0,0.0,0.0,0.0
15653,HU,2020,Propham,13,13.0,0.01,0.0,0.0,0.0,0.0
15654,HU,2020,Propiconazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
15655,HU,2020,Propisochlor,13,13.0,0.01,0.0,0.0,0.0,0.0
15656,HU,2020,Propoxur,13,13.0,0.01,0.0,0.0,0.0,0.0
15657,HU,2020,Propyzamide (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
15658,HU,2020,Prosulfocarb,13,13.0,0.01,0.0,0.0,0.0,0.0
15659,HU,2020,Prosulfuron,13,13.0,0.01,0.0,0.0,0.0,0.0
15660,HU,2020,Prothioconazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
15661,HU,2020,Prothiofos,13,13.0,0.01,0.0,0.0,0.0,0.0
15662,HU,2020,Pymetrozine (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
15663,HU,2020,Pyraclostrobin,13,13.0,0.01,0.0,0.0,0.0,0.0
15664,HU,2020,Pyrazophos,13,0.0,0.0,0.0,13.0,0.01,0.0
15665,HU,2020,Pyrethrins,13,13.0,0.01,0.0,0.0,0.0,0.0
15666,HU,2020,Pyridaben,13,13.0,0.01,0.0,0.0,0.0,0.0
15667,HU,2020,Pyridalyl,13,13.0,0.01,0.0,0.0,0.0,0.0
15668,HU,2020,Pyridaphenthion,13,13.0,0.01,0.0,0.0,0.0,0.0
15669,HU,2020,Pyrifenox,13,13.0,0.01,0.0,0.0,0.0,0.0
15670,HU,2020,Pyrimethanil (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
15671,HU,2020,Pyriofenone,13,13.0,0.01,0.0,0.0,0.0,0.0
15672,HU,2020,Pyriproxyfen,13,13.0,0.01,0.0,0.0,0.0,0.0
15673,HU,2020,Quinalphos,13,13.0,0.01,0.0,0.0,0.0,0.0
15674,HU,2020,Quinoclamine,13,13.0,0.01,0.0,0.0,0.0,0.0
15675,HU,2020,Quinoxyfen,13,13.0,0.01,0.0,0.0,0.0,0.0
15676,HU,2020,Quintozene (sum),13,13.0,0.0116,0.0069,13.0,0.0082,0.0024
15677,HU,2020,Rotenone,13,13.0,0.01,0.0,0.0,0.0,0.0
15678,HU,2020,Secbumeton,13,13.0,0.01,0.0,0.0,0.0,0.0
15679,HU,2020,Silthiofam,13,13.0,0.01,0.0,0.0,0.0,0.0
15680,HU,2020,Simazine,13,13.0,0.01,0.0,0.0,0.0,0.0
15681,HU,2020,Simetryn,13,13.0,0.01,0.0,0.0,0.0,0.0
15682,HU,2020,Spinetoram (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
15683,HU,2020,Spinosad (sum),13,13.0,0.0133,0.0048,0.0,0.0,0.0
15684,HU,2020,Spirodiclofen,13,13.0,0.004,0.0,0.0,0.0,0.0
15685,HU,2020,Spiromesifen,13,13.0,0.01,0.0,0.0,0.0,0.0
15686,HU,2020,Spiroxamine (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
15687,HU,2020,Sulfotep,13,13.0,0.01,0.0,0.0,0.0,0.0
15688,HU,2020,Sulfoxaflor (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
15689,HU,2020,Tebuconazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
15690,HU,2020,Tebufenozide,13,13.0,0.01,0.0,0.0,0.0,0.0
15691,HU,2020,Tebufenpyrad,13,13.0,0.01,0.0,0.0,0.0,0.0
15692,HU,2020,Teflubenzuron,13,13.0,0.01,0.0,0.0,0.0,0.0
15693,HU,2020,Tefluthrin (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
15694,HU,2020,Terbacil,13,13.0,0.01,0.0,0.0,0.0,0.0
15695,HU,2020,Terbufos (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
15696,HU,2020,Terbumeton,13,13.0,0.01,0.0,0.0,0.0,0.0
15697,HU,2020,Terbuthylazine,13,13.0,0.01,0.0,0.0,0.0,0.0
15698,HU,2020,Terbutryn,13,13.0,0.01,0.0,0.0,0.0,0.0
15699,HU,2020,Tetrachlorvinphos,13,13.0,0.01,0.0,0.0,0.0,0.0
15700,HU,2020,Tetraconazole (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
15701,HU,2020,Tetradifon,13,13.0,0.01,0.0,0.0,0.0,0.0
15702,HU,2020,Tetramethrin,13,13.0,0.01,0.0,0.0,0.0,0.0
15703,HU,2020,Thiacloprid,13,13.0,0.01,0.0,0.0,0.0,0.0
15704,HU,2020,Thiamethoxam (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
15705,HU,2020,Thiencarbazone-methyl,13,13.0,0.01,0.0,0.0,0.0,0.0
15707,HU,2020,Tolclofos-methyl,13,13.0,0.01,0.0,0.0,0.0,0.0
15708,HU,2020,Tolylfluanid (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
15709,HU,2020,Tri-allate,13,13.0,0.01,0.0,0.0,0.0,0.0
15710,HU,2020,Triadimenol (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
15711,HU,2020,Triazophos,13,0.0,0.0,0.0,13.0,0.01,0.0
15712,HU,2020,Trichlorfon,13,13.0,0.01,0.0,0.0,0.0,0.0
15713,HU,2020,"Trichlorophenol, 2,4,6-",13,13.0,0.01,0.0,0.0,0.0,0.0
15714,HU,2020,Tricyclazole,13,13.0,0.01,0.0,0.0,0.0,0.0
15715,HU,2020,Trifloxystrobin (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
15716,HU,2020,Triflumuron,13,13.0,0.01,0.0,0.0,0.0,0.0
15717,HU,2020,Trifluralin,13,13.0,0.01,0.0,0.0,0.0,0.0
15718,HU,2020,Triforine,13,13.0,0.01,0.0,0.0,0.0,0.0
15719,HU,2020,Triticonazole,13,13.0,0.01,0.0,0.0,0.0,0.0
15720,HU,2020,Valifenalate,13,13.0,0.01,0.0,0.0,0.0,0.0
15721,HU,2020,Vamidothion (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
15722,HU,2020,Vinclozolin,13,13.0,0.01,0.0,0.0,0.0,0.0
15723,HU,2020,Vinclozolin (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
15724,HU,2020,Zoxamide,13,13.0,0.01,0.0,0.0,0.0,0.0
15706,HU,2020,Thiometon,12,12.0,0.01,0.0,0.0,0.0,0.0
15422,HU,2020,Azamethiphos,1,1.0,0.01,0.0,0.0,0.0,0.0
15488,HU,2020,Dimethoate (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
15574,HU,2020,Isoxaflutole (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
15725,HU,2021,Abamectin (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15726,HU,2021,Acephate,7,7.0,0.01,0.0,0.0,0.0,0.0
15727,HU,2021,Acetochlor,7,7.0,0.01,0.0,0.0,0.0,0.0
15728,HU,2021,Aclonifen,7,7.0,0.01,0.0,0.0,0.0,0.0
15729,HU,2021,Alachlor,7,7.0,0.01,0.0,0.0,0.0,0.0
15730,HU,2021,Aldicarb (sum),7,7.0,0.0052,0.0051,0.0,0.0,0.0
15731,HU,2021,Ametoctradin (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15732,HU,2021,Ametryn,7,7.0,0.01,0.0,0.0,0.0,0.0
15733,HU,2021,Amitraz (sum),7,7.0,0.0047,0.0036,0.0,0.0,0.0
15734,HU,2021,Atrazine,7,7.0,0.01,0.0,0.0,0.0,0.0
15736,HU,2021,Azinphos-ethyl,7,0.0,0.0,0.0,7.0,0.01,0.0
15737,HU,2021,Azinphos-methyl,7,0.0,0.0,0.0,7.0,0.01,0.0
15738,HU,2021,Aziprotryne,7,7.0,0.01,0.0,0.0,0.0,0.0
15739,HU,2021,Azoxystrobin,7,7.0,0.01,0.0,0.0,0.0,0.0
15740,HU,2021,Benalaxyl (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15741,HU,2021,Bifenox,7,7.0,0.01,0.0,0.0,0.0,0.0
15742,HU,2021,Bioresmethrin,7,7.0,0.01,0.0,0.0,0.0,0.0
15743,HU,2021,Biphenyl,7,7.0,0.01,0.0,0.0,0.0,0.0
15744,HU,2021,Bitertanol (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15745,HU,2021,Bixafen (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15746,HU,2021,Boscalid (sum),7,0.0,0.0,0.0,7.0,0.01,0.0
15747,HU,2021,Bromfenvinfos,7,7.0,0.01,0.0,0.0,0.0,0.0
15748,HU,2021,Bromophos,7,7.0,0.01,0.0,0.0,0.0,0.0
15749,HU,2021,Bromophos-ethyl,7,7.0,0.01,0.0,0.0,0.0,0.0
15750,HU,2021,Bromopropylate,7,7.0,0.01,0.0,0.0,0.0,0.0
15751,HU,2021,Bromuconazole (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15752,HU,2021,Buprofezin,7,7.0,0.01,0.0,0.0,0.0,0.0
15753,HU,2021,Butylate,7,7.0,0.01,0.0,0.0,0.0,0.0
15754,HU,2021,Cadusafos,7,7.0,0.01,0.0,0.0,0.0,0.0
15755,HU,2021,Carbaryl,7,7.0,0.01,0.0,0.0,0.0,0.0
15756,HU,2021,Carbendazim and benomyl (sum),7,7.0,0.01,0.0,5.0,0.01,0.0
15757,HU,2021,Carbendazim and thiophanate-methyl (sum),7,7.0,0.016,0.0,0.0,0.0,0.0
15758,HU,2021,Carbofuran (sum),7,7.0,0.001,0.0,0.0,0.0,0.0
15759,HU,2021,Carboxin,7,7.0,0.01,0.0,0.0,0.0,0.0
15760,HU,2021,Chlorantraniliprole,7,7.0,0.01,0.0,0.0,0.0,0.0
15761,HU,2021,Chlorbromuron,7,7.0,0.01,0.0,0.0,0.0,0.0
15762,HU,2021,Chlorfenvinphos,7,7.0,0.01,0.0,0.0,0.0,0.0
15763,HU,2021,Chlorobenzilate,7,0.0,0.0,0.0,7.0,0.01,0.0
15764,HU,2021,Chlorothalonil (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15765,HU,2021,Chlorotoluron (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15766,HU,2021,Chlorpyrifos,7,0.0,0.0,0.0,7.0,0.005,0.0
15767,HU,2021,Chlorpyrifos-methyl,7,0.0,0.0,0.0,7.0,0.005,0.0
15768,HU,2021,Cinidon-ethyl (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15769,HU,2021,Clofentezine (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15770,HU,2021,Clomazone (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15771,HU,2021,Coumaphos,7,7.0,0.01,0.0,0.0,0.0,0.0
15772,HU,2021,Cyanazine,7,7.0,0.01,0.0,0.0,0.0,0.0
15773,HU,2021,Cyazofamid,7,7.0,0.01,0.0,0.0,0.0,0.0
15774,HU,2021,Cycloate,7,7.0,0.01,0.0,0.0,0.0,0.0
15775,HU,2021,Cycloxydim (sum),7,7.0,0.022,0.0125,0.0,0.0,0.0
15777,HU,2021,Cymoxanil,7,7.0,0.01,0.0,0.0,0.0,0.0
15778,HU,2021,Cypermethrin (sum),7,0.0,0.0,0.0,7.0,0.01,0.0
15779,HU,2021,Cyproconazole (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15781,HU,2021,DDT (sum),7,0.0,0.0,0.0,7.0,0.0102,0.0083
15782,HU,2021,Deltamethrin,7,0.0,0.0,0.0,7.0,0.02,0.0
15783,HU,2021,Desmedipham,7,7.0,0.01,0.0,0.0,0.0,0.0
15784,HU,2021,Diazinon,7,0.0,0.0,0.0,7.0,0.01,0.0
15785,HU,2021,Dichlofluanid and DMSA (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15786,HU,2021,Dichlorvos,7,7.0,0.01,0.0,0.0,0.0,0.0
15787,HU,2021,Diclobutrazol,7,7.0,0.01,0.0,0.0,0.0,0.0
15788,HU,2021,Dicloran,7,7.0,0.01,0.0,0.0,0.0,0.0
15790,HU,2021,Dieldrin (sum),7,0.0,0.0,0.0,7.0,0.0027,0.001
15791,HU,2021,Diethofencarb,7,7.0,0.01,0.0,0.0,0.0,0.0
15792,HU,2021,Difenoconazole,7,7.0,0.005,0.0,0.0,0.0,0.0
15793,HU,2021,Diflubenzuron (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15794,HU,2021,Diflufenican,7,7.0,0.01,0.0,0.0,0.0,0.0
15795,HU,2021,Dimethachlor,7,7.0,0.01,0.0,0.0,0.0,0.0
15796,HU,2021,Dimethenamid (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15797,HU,2021,Dimethomorph (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15798,HU,2021,Dimoxystrobin (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15799,HU,2021,Diniconazole (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15800,HU,2021,Diphenylamine,7,0.0,0.0,0.0,7.0,0.01,0.0
15801,HU,2021,Disulfoton (sum),7,7.0,0.0045,0.0026,0.0,0.0,0.0
15802,HU,2021,Ditalimfos,7,7.0,0.01,0.0,0.0,0.0,0.0
15803,HU,2021,Diuron,7,7.0,0.01,0.0,0.0,0.0,0.0
15804,HU,2021,Dodine,7,7.0,0.01,0.0,0.0,0.0,0.0
15805,HU,2021,EPN,7,7.0,0.01,0.0,0.0,0.0,0.0
15806,HU,2021,Endosulfan (sum),7,0.0,0.0,0.0,7.0,0.0075,0.0044
15807,HU,2021,Endrin,7,0.0,0.0,0.0,7.0,0.0008,0.0
15808,HU,2021,Epoxiconazole,7,7.0,0.002,0.0,0.0,0.0,0.0
15809,HU,2021,Ethion,7,7.0,0.01,0.0,0.0,0.0,0.0
15810,HU,2021,Ethirimol,7,7.0,0.01,0.0,0.0,0.0,0.0
15811,HU,2021,Ethoprophos,7,7.0,0.01,0.0,0.0,0.0,0.0
15812,HU,2021,Etofenprox,7,0.0,0.0,0.0,7.0,0.01,0.0
15813,HU,2021,Etoxazole,7,7.0,0.01,0.0,0.0,0.0,0.0
15814,HU,2021,Etrimfos,7,7.0,0.01,0.0,0.0,0.0,0.0
15815,HU,2021,Famoxadone,7,0.0,0.0,0.0,7.0,0.01,0.0
15816,HU,2021,Fenamidone,7,7.0,0.01,0.0,0.0,0.0,0.0
15817,HU,2021,Fenarimol,7,7.0,0.01,0.0,0.0,0.0,0.0
15818,HU,2021,Fenazaquin,7,7.0,0.01,0.0,0.0,0.0,0.0
15819,HU,2021,Fenhexamid,7,7.0,0.01,0.0,0.0,0.0,0.0
15820,HU,2021,Fenitrothion,7,7.0,0.01,0.0,0.0,0.0,0.0
15821,HU,2021,Fenoxycarb,7,7.0,0.01,0.0,0.0,0.0,0.0
15822,HU,2021,Fenpropathrin,7,7.0,0.01,0.0,0.0,0.0,0.0
15823,HU,2021,Fenpropimorph (sum),7,0.0,0.0,0.0,7.0,0.01,0.0
15824,HU,2021,Fenthion (sum),7,7.0,0.002,0.0,7.0,0.0027,0.0029
15825,HU,2021,Fenvalerate/Esfenvalerate (sum),7,0.0,0.0,0.0,7.0,0.01,0.0
15826,HU,2021,Fipronil (sum),7,0.0,0.0,0.0,7.0,0.0027,0.001
15827,HU,2021,Fluazinam,7,7.0,0.01,0.0,0.0,0.0,0.0
15828,HU,2021,Flubendiamide (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15829,HU,2021,Fludioxonil (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15830,HU,2021,Flufenacet (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15831,HU,2021,Flufenoxuron,7,7.0,0.01,0.0,0.0,0.0,0.0
15832,HU,2021,Flumioxazin,7,7.0,0.01,0.0,0.0,0.0,0.0
15833,HU,2021,Fluopicolide,7,7.0,0.01,0.0,0.0,0.0,0.0
15834,HU,2021,Fluopyram (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15835,HU,2021,Fluquinconazole,7,0.0,0.0,0.0,7.0,0.01,0.0
15836,HU,2021,Flusilazole (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15837,HU,2021,Flutolanil (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15838,HU,2021,Flutriafol,7,7.0,0.01,0.0,0.0,0.0,0.0
15839,HU,2021,Fluxapyroxad,7,7.0,0.01,0.0,0.0,0.0,0.0
15840,HU,2021,Fomesafen,7,7.0,0.01,0.0,0.0,0.0,0.0
15841,HU,2021,Fonofos,7,7.0,0.01,0.0,0.0,0.0,0.0
15842,HU,2021,Formothion,7,7.0,0.01,0.0,0.0,0.0,0.0
15843,HU,2021,Fosthiazate,7,7.0,0.01,0.0,0.0,0.0,0.0
15844,HU,2021,Fuberidazole,7,7.0,0.01,0.0,0.0,0.0,0.0
15845,HU,2021,HCH-alpha,7,0.0,0.0,0.0,7.0,0.005,0.0
15846,HU,2021,HCH-beta,7,0.0,0.0,0.0,7.0,0.005,0.0
15847,HU,2021,Heptachlor (sum),7,1.0,0.015,0.0,7.0,0.0019,0.001
15848,HU,2021,Heptenophos,7,7.0,0.01,0.0,0.0,0.0,0.0
15849,HU,2021,Hexachlorobenzene,7,0.0,0.0,0.0,7.0,0.005,0.0
15850,HU,2021,Hexaconazole,7,7.0,0.01,0.0,0.0,0.0,0.0
15851,HU,2021,Hexaflumuron,7,7.0,0.01,0.0,0.0,0.0,0.0
15852,HU,2021,Hexazinone,7,7.0,0.01,0.0,0.0,0.0,0.0
15853,HU,2021,Hexythiazox (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15854,HU,2021,Imazalil (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15855,HU,2021,Imidacloprid,7,7.0,0.01,0.0,0.0,0.0,0.0
15856,HU,2021,Indoxacarb (sum),7,0.0,0.0,0.0,7.0,0.01,0.0
15857,HU,2021,Ipconazole,7,7.0,0.01,0.0,0.0,0.0,0.0
15858,HU,2021,Iprovalicarb,7,7.0,0.01,0.0,0.0,0.0,0.0
15859,HU,2021,Isocarbophos,7,7.0,0.01,0.0,0.0,0.0,0.0
15860,HU,2021,Isodrin,7,7.0,0.01,0.0,0.0,0.0,0.0
15861,HU,2021,Isofenphos,7,7.0,0.01,0.0,0.0,0.0,0.0
15862,HU,2021,Isofenphos-methyl,7,7.0,0.01,0.0,0.0,0.0,0.0
15863,HU,2021,Isoprocarb,7,7.0,0.01,0.0,0.0,0.0,0.0
15864,HU,2021,Isoprothiolane,7,7.0,0.01,0.0,0.0,0.0,0.0
15865,HU,2021,Isoproturon,7,7.0,0.01,0.0,0.0,0.0,0.0
15866,HU,2021,Isopyrazam (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15867,HU,2021,Kresoxim methyl (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15868,HU,2021,Lambda-cyhalothrin (sum),7,0.0,0.0,0.0,7.0,0.01,0.0
15869,HU,2021,Lenacil,7,7.0,0.01,0.0,0.0,0.0,0.0
15870,HU,2021,Lindane,7,0.0,0.0,0.0,7.0,0.005,0.0
15871,HU,2021,Linuron,7,7.0,0.01,0.0,0.0,0.0,0.0
15872,HU,2021,Lufenuron (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15873,HU,2021,Malathion (sum),7,7.0,0.0067,0.0024,0.0,0.0,0.0
15874,HU,2021,Mecarbam,7,7.0,0.01,0.0,0.0,0.0,0.0
15875,HU,2021,Mepronil,7,7.0,0.01,0.0,0.0,0.0,0.0
15876,HU,2021,Metaflumizone (sum),7,0.0,0.0,0.0,7.0,0.01,0.0
15877,HU,2021,Metalaxyl and metalaxyl-M (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15878,HU,2021,Metaldehyde,7,7.0,0.01,0.0,0.0,0.0,0.0
