,paramcode,tag,long_name,obligatory,voluntary,total_samples
41,RF-00003327-PAR,Bromoxynil (sum),"Bromoxynil and its salts, expressed as bromoxynil",272.0,960.0,1232.0
55,RF-00003345-PAR,Metazachlor (sum),"Metazachlor (sum of metazachlor and its metabolites containing the 2,6-dimethylaniline moiety, expressed as metazachlor)",100.0,1127.0,1227.0
690,RF-0535-001-PPP,Carbophenothion (sum),Carbophenothion,366.0,859.0,1225.0
343,RF-0195-001-PPP,Florasulam,Florasulam,193.0,1030.0,1223.0
683,RF-0525-001-PPP,Butocarboxim (sum),Butoxycarboxim,217.0,1005.0,1222.0
932,RF-0794-001-PPP,Metoxuron,Metoxuron,259.0,963.0,1222.0
371,RF-0221-001-PPP,Folpet,Folpet,274.0,946.0,1220.0
114,RF-00007586-PAR,Fenpropidin (sum),Fenpropidin,206.0,1010.0,1216.0
315,RF-0163-002-PPP,Ethofumesate (sum),Ethofumesate,203.0,1010.0,1213.0
811,RF-0663-001-PPP,Ethiofencarb-Sulfoxide,Ethiofencarb-Sulfoxide,202.0,1001.0,1203.0
1025,RF-0916-001-PPP,Terbumeton,Terbumeton,259.0,943.0,1202.0
191,RF-0042-002-PPP,Bentazone (sum),Bentazone,257.0,938.0,1195.0
748,RF-0594-002-PPP,Demeton-S-Methyl (sum),Demeton-S-Methyl,235.0,959.0,1194.0
208,RF-0061-001-PPP,Captan,Captan,256.0,937.0,1193.0
267,RF-0126-002-PPP,Dichlorprop (sum),Dichlorprop,211.0,977.0,1188.0
221,RF-0074-001-PPP,Chlorbufam,Chlorbufam,185.0,1003.0,1188.0
730,RF-0577-001-PPP,Cyanofenphos,Cyanofenphos,182.0,1005.0,1187.0
551,RF-0386-001-PPP,Rimsulfuron,Rimsulfuron,183.0,1003.0,1186.0
169,RF-0024-002-PPP,Amitraz (sum),Amitraz,184.0,998.0,1182.0
233,RF-0092-001-PPP,Chlorotoluron (sum),Chlorotoluron,237.0,943.0,1180.0
477,RF-0325-001-PPP,Paclobutrazol,Paclobutrazol,321.0,858.0,1179.0
26,RF-00002609-PAR,Penthiopyrad,Penthiopyrad,200.0,979.0,1179.0
810,RF-0662-001-PPP,Ethiofencarb-Sulfon,Ethiofencarb-Sulfon,195.0,982.0,1177.0
240,RF-0096-005-PPP,Clethodim (sum),Clethodim,184.0,992.0,1176.0
526,RF-0367-001-PPP,Prosulfuron,Prosulfuron,223.0,952.0,1175.0
251,RF-0106-002-PPP,Cycloxydim (sum),Cycloxydim,248.0,925.0,1173.0
792,RF-0643-001-PPP,Dichlofluanid and DMSA (sum),DMSA,185.0,983.0,1168.0
893,RF-0752-001-PPP,Isazofos,Isazofos,180.0,983.0,1163.0
875,RF-0729-001-PPP,Furmecyclox,Furmecyclox,153.0,998.0,1151.0
148,RF-0009-001-PPP,"2,4,5-T (sum)","2,4,5-T",187.0,958.0,1145.0
739,RF-0586-001-PPP,Cymiazole,Cymiazole,213.0,915.0,1128.0
284,RF-0137-002-PPP,Dimethenamid (sum),Dimethenamid including other mixtures of constituent isomers including dimethenamid-P (sum of isomers),180.0,947.0,1127.0
450,RF-0301-001-PPP,Metsulfuron-methyl,Metsulfuron-methyl,219.0,906.0,1125.0
1003,RF-0887-001-PPP,Quizalofop-Ethyl,Quizalofop-Ethyl,186.0,938.0,1124.0
341,RF-0193-001-PPP,Flazasulfuron,Flazasulfuron,161.0,962.0,1123.0
631,RF-0469-001-PPP,Aminocarb,Aminocarb,161.0,961.0,1122.0
262,RF-0121-001-PPP,Desmedipham,Desmedipham,217.0,902.0,1119.0
682,RF-0524-001-PPP,Butocarboxim-Sulfoxid,Butocarboxim-Sulfoxid,171.0,948.0,1119.0
513,RF-0356-001-PPP,Propaquizafop,Propaquizafop,174.0,935.0,1109.0
295,RF-0145-001-PPP,Dinoterb,Dinoterb,131.0,977.0,1108.0
166,RF-0022-001-PPP,Amidosulfuron,Amidosulfuron,153.0,950.0,1103.0
519,RF-0362-001-PPP,Propoxycarbazone (sum),"Propoxycarbazone (propoxycarbazone, its salts and 2-hydroxy-propoxy-propoxycarbazone, calculated as propoxycarbazone)",153.0,947.0,1100.0
733,RF-0580-001-PPP,Cycloate,Cycloate,175.0,924.0,1099.0
731,RF-0578-001-PPP,Cyanophos,Cyanophos,145.0,940.0,1085.0
309,RF-0158-001-PPP,EPTC,EPTC (ethyl dipropylthiocarbamate),190.0,891.0,1081.0
245,RF-0100-001-PPP,Clopyralid,Clopyralid,221.0,860.0,1081.0
482,RF-0333-001-PPP,Pethoxamid,Pethoxamid,207.0,872.0,1079.0
230,RF-0089-001-PPP,Chlorsulfuron,Chlorsulfuron,203.0,875.0,1078.0
400,RF-0253-002-PPP,Ioxynil (sum),Ioxynil,333.0,744.0,1077.0
1067,RF-0961-001-PPP,Triflusulfuron-Methyl,Triflusulfuron-Methyl,131.0,941.0,1072.0
461,RF-0310-001-PPP,Nicosulfuron,Nicosulfuron,188.0,877.0,1065.0
207,RF-0060-001-PPP,Captafol,Captafol,165.0,900.0,1065.0
528,RF-0369-001-PPP,Pymetrozine,Pymetrozine,320.0,743.0,1063.0
757,RF-0605-001-PPP,"Dichlorobenzophenone, 4,4`-","Dichlorobenzophenone, 4,4`-",134.0,927.0,1061.0
586,RF-0419-001-PPP,Thifensulfuron-methyl,Thifensulfuron-methyl,186.0,868.0,1054.0
68,RF-00003368-PAR,Spirotetramat (sum),Spirotetramat,178.0,874.0,1052.0
242,RF-0098-001-PPP,Clofentezine,Clofentezine,287.0,764.0,1051.0
74,RF-00003386-PAR,Benzovindiflupyr,Benzovindiflupyr,165.0,883.0,1048.0
788,RF-0638-001-PPP,Diphenamid,Diphenamid,173.0,874.0,1047.0
229,RF-0085-001-PPP,Chloroxuron,Chloroxuron,187.0,850.0,1037.0
1095,RF-1012-001-PPP,Heptachlor (sum),Heptachlor and trans-heptachlor epoxide,352.0,684.0,1036.0
664,RF-0505-001-PPP,Bioresmethrin,Bioresmethrin,176.0,859.0,1035.0
888,RF-0745-001-PPP,Imazethapyr,Imazethapyr,171.0,861.0,1032.0
294,RF-0144-001-PPP,Dinoseb (sum),Dinoseb,104.0,928.0,1032.0
12,RF-00000032-PAR,Trifloxystrobin (sum),"Trifloxystrobin (sum of trifloxystrobin and its metabolite (E, E)-methoxyimino- {2-[1-(3-trifluoromethyl-phenyl)-ethylideneamino-oxymethyl]-phenyl}-acetic acid (CGA 321113))",237.0,793.0,1030.0
28,RF-00002611-PAR,Metolachlor and S-metolachlor (sum),Metolachlor and S-metolachlor (metolachlor including other mixtures of constituent isomers including S-metolachlor (sum of isomers)),138.0,890.0,1028.0
1016,RF-0905-001-PPP,Sulprofos,Sulprofos,180.0,848.0,1028.0
395,RF-0248-001-PPP,Imazaquin,Imazaquin,120.0,907.0,1027.0
781,RF-0630-001-PPP,Dinitramine,Dinitramine,181.0,845.0,1026.0
1046,RF-0938-001-PPP,Thiophanate-Ethyl,Thiophanate-Ethyl,120.0,905.0,1025.0
418,RF-0268-001-PPP,Mandipropamid (sum),Mandipropamid,241.0,782.0,1023.0
797,RF-0648-001-PPP,Emamectin (sum),"Emamectin benzoate B1a, expressed as emamectin",220.0,803.0,1023.0
587,RF-0420-001-PPP,Thiobencarb,Thiobencarb,179.0,844.0,1023.0
249,RF-0105-001-PPP,Cyclanilide,Cyclanilide,116.0,905.0,1021.0
1013,RF-0901-001-PPP,Sulfentrazone,Sulfentrazone,116.0,905.0,1021.0
398,RF-0252-001-PPP,Iodosulfuron-methyl (sum),"Iodosulfuron-methyl (iodosulfuron-methyl including salts, expressed as iodosulfuron-methyl)",116.0,905.0,1021.0
306,RF-0153-001-PPP,DNOC,DNOC,104.0,916.0,1020.0
446,RF-0294-001-PPP,Methoprene,Methoprene,165.0,853.0,1018.0
347,RF-0200-001-PPP,Flucycloxuron,Flucycloxuron,173.0,843.0,1016.0
593,RF-0426-001-PPP,Topramezone,Topramezone,156.0,843.0,999.0
980,RF-0861-001-PPP,Prometon,Prometon,157.0,828.0,985.0
1045,RF-0937-001-PPP,Thionazin,Thionazin,141.0,842.0,983.0
105,RF-00005730-PAR,Fluazifop-P (sum),"Fluazifop-P (sum of all the constituent isomers of fluazifop, its esters and its conjugates, expressed as fluazifop)",121.0,860.0,981.0
594,RF-0428-001-PPP,Triadimefon and triadimenol (sum),Triadimefon and triadimenol (sum of triadimefon and triadimenol),338.0,642.0,980.0
448,RF-0298-001-PPP,Metosulam,Metosulam,153.0,822.0,975.0
825,RF-0678-001-PPP,Fenothiocarb,Fenothiocarb,153.0,821.0,974.0
598,RF-0431-001-PPP,Triasulfuron,Triasulfuron,149.0,823.0,972.0
767,RF-0616-001-PPP,"N, N-Diethyl-meta-toluamide (DEET)","N, N-Diethyl-meta-toluamide (DEET)",131.0,838.0,969.0
100,RF-00005717-PAR,Triadimenol (sum),Triadimenol (any ratio of constituent isomers),168.0,798.0,966.0
459,RF-0308-001-PPP,Myclobutanil (sum),Myclobutanil,268.0,691.0,959.0
993,RF-0876-001-PPP,Pyridalyl,Pyridalyl,145.0,802.0,947.0
351,RF-0203-001-PPP,Flufenacet (sum),Flufenacet (sum of all compounds containing the N fluorophenyl-N-isopropyl moiety expressed as flufenacet),172.0,774.0,946.0
839,RF-0689-001-PPP,Fenuron,Fenuron,145.0,801.0,946.0
91,RF-00004684-PAR,Haloxyfop (sum),"Sum of haloxyfop, its salts and conjugates expressed as haloxyfop (sum of the R- and S- isomers at any ratio)",79.0,867.0,946.0
659,RF-0500-001-PPP,Benzoximate,Benzoximate,131.0,803.0,934.0
197,RF-0047-001-PPP,Dinoseb (sum),Binapacryl,113.0,818.0,931.0
487,RF-0336-002-PPP,Phorate (sum),Phorate-Sulfon,300.0,630.0,930.0
460,RF-0309-001-PPP,Napropamide (sum),Napropamide,201.0,728.0,929.0
941,RF-0804-001-PPP,Naptalam,Naptalam,126.0,800.0,926.0
1012,RF-0898-001-PPP,Simetryn,Simetryn,108.0,816.0,924.0
957,RF-0824-001-PPP,Oxamyl-Oxime,Oxamyl-Oxime,144.0,777.0,921.0
582,RF-0416-002-PPP,Thiabendazole (sum),Thiabendazole (sum of thiabendazole and 5-hydroxythiabendazole),104.0,812.0,916.0
942,RF-0805-001-PPP,Neburon,Neburon,131.0,779.0,910.0
110,RF-00007489-PAR,"Didecyldimethylammonium chloride (mixture of alkyl-quaternary ammonium salts with alkyl chain lengths of C8, C10 and C12)",DDAC-C12,105.0,799.0,904.0
622,RF-0458-001-PPP,"2,4,5-TP","2,4,5-TP",172.0,726.0,898.0
499,RF-0343-001-PPP,Picloram (sum),Picloram,116.0,779.0,895.0
718,RF-0565-001-PPP,Clodinafop-Propargyl,Clodinafop-Propargyl,117.0,768.0,885.0
111,RF-00007495-PAR,"Didecyldimethylammonium chloride (mixture of alkyl-quaternary ammonium salts with alkyl chain lengths of C8, C10 and C12)",DDAC-C08,95.0,789.0,884.0
72,RF-00003377-PAR,Bixafen (sum),Desmethyl-bixafen,79.0,800.0,879.0
408,RF-0260-001-PPP,Kresoxim-methyl (sum),Kresoxim-methyl,225.0,653.0,878.0
595,RF-0428-002-PPP,Triadimefon and triadimenol (sum),Triadimenol,260.0,616.0,876.0
145,RF-0006-001-PPP,1-naphthylacetamide,1-naphthylacetamide,138.0,730.0,868.0
508,RF-0353-001-PPP,Propachlor (sum),"Propachlor: oxalinic derivate of propachlor, expressed as propachlor",143.0,723.0,866.0
157,RF-0016-002-PPP,Acibenzolar-S-methyl (sum),Acibenzolar-S-methyl,79.0,781.0,860.0
1092,RF-1006-001-PPP,Spiroxamine (sum),"Spiroxamine carboxylic acid metabolite M06, expressed as spiroxamine (sum of isomers)",220.0,637.0,857.0
443,RF-0293-001-PPP,Methomyl and Thiodicarb (sum),Methomyl and Thiodicarb (sum of methomyl and thiodicarb expressed as methomyl),271.0,573.0,844.0
786,RF-0636-001-PPP,Dioxacarb,Dioxacarb,109.0,730.0,839.0
809,RF-0661-001-PPP,Ethiofencarb (sum),Ethiofencarb (sum),114.0,719.0,833.0
59,RF-00003349-PAR,Flonicamid (sum),TNFG (4-(Trifluoromethyl)nicotinoyl glycine),136.0,691.0,827.0
58,RF-00003348-PAR,Flonicamid (sum),TNFA (4-(Trifluoromethyl)nicotinic acid),135.0,690.0,825.0
80,RF-00004661-PAR,Fluopyram-benzamide (M25),Fluopyram-benzamide (M25),81.0,741.0,822.0
640,RF-0478-001-PPP,Desethyl-Atrazine,Desethyl-Atrazine,90.0,731.0,821.0
523,RF-0364-002-PPP,Propyzamide (sum),"Propyzamide (sum of propyzamide and all metabolites containing the 3,5-dichlorobenzoic acid fraction expressed as propyzamide)",168.0,622.0,790.0
196,RF-0045-001-PPP,Bifenox,Bifenox,269.0,517.0,786.0
585,RF-0418-002-PPP,Thiamethoxam (sum),Thiamethoxam (sum of thiamethoxam and clothianidin expressed as thiamethoxam),240.0,533.0,773.0
218,RF-0070-003-PPP,Carfentrazone-ethyl (sum),Carfentrazone-ethyl,107.0,664.0,771.0
394,RF-0247-001-PPP,Imazamox (sum),"Imazamox (sum of imazamox and its salts, expressed as imazamox)",64.0,676.0,740.0
642,RF-0481-001-PPP,"Atrazine, Desisopropyl-","Atrazine, Desisopropyl-",59.0,681.0,740.0
425,RF-0278-003-PPP,Mesosulfuron (sum),Mesosulfuron-methyl,88.0,648.0,736.0
338,RF-0184-001-PPP,Fenpropidin (sum),"Fenpropidin (sum of fenpropidin and its salts, expressed as fenpropidin)",195.0,540.0,735.0
829,RF-0681-002-PPP,Fenoxaprop-ethyl,Fenoxaprop-ethyl,51.0,682.0,733.0
1027,RF-0918-001-PPP,"Terbuthylazine, Desethyl-","Terbuthylazine, Desethyl-",39.0,692.0,731.0
362,RF-0214-001-PPP,Flurochloridone (sum),Flurochloridone,172.0,551.0,723.0
1108,RF-1047-001-PPP,Flamprop-isopropyl,Flamprop-isopropyl,39.0,682.0,721.0
135,RF-00012870-PAR,Penflufen (sum),Penflufen (sum of isomers),79.0,631.0,710.0
123,RF-00011560-PAR,Ioxynil (sum),Ioxynil (sum),80.0,628.0,708.0
243,RF-0098-002-PPP,Clofentezine (sum),Clofentezine (sum of all compounds containing the 2-chlorobenzoyl moiety expressed as clofentezine),125.0,577.0,702.0
76,RF-00004646-PAR,"2,4-DB (sum)","2,4-DB",91.0,610.0,701.0
617,RF-0450-002-PPP,Vinclozolin (sum),"Dichloroaniline, 3,5-",273.0,428.0,701.0
290,RF-0141-001-PPP,Dimoxystrobin (sum),Dimoxystrobin,199.0,501.0,700.0
1026,RF-0917-001-PPP,"Terbuthylazine, 2-Hydroxy-","Terbuthylazine, 2-Hydroxy-",39.0,659.0,698.0
9,RF-00000026-PAR,Mefenpyr,Mefenpyr (sum),39.0,659.0,698.0
129,RF-00012043-PAR,Paclobutrazol (sum),Paclobutrazol (sum of constituent isomers),92.0,596.0,688.0
131,RF-00012045-PAR,Fenbuconazole (sum),Fenbuconazole (sum of constituent enantiomers),108.0,579.0,687.0
5,RF-00000020-PAR,Endosulfan (sum),Endosulfan lactone,39.0,645.0,684.0
4,RF-00000019-PAR,Endosulfan (sum),Endosulfan ether,39.0,645.0,684.0
275,RF-0130-002-PPP,Dicofol (sum),"Dicofol p, p'",213.0,459.0,672.0
2,RF-00000012-PAR,Chlorothalonil (sum),"SDS-3701 (4-hydroxy-2,5,6- trichloroisophthalonitrile)",64.0,583.0,647.0
427,RF-0281-002-PPP,Metalaxyl,Metalaxyl,157.0,486.0,643.0
15,RF-00000561-VET,Flumequine,Flumequine,197.0,441.0,638.0
441,RF-0292-002-PPP,Metolachlor and S-metolachlor (sum of isomers),Metolachlor,109.0,528.0,637.0
496,RF-0338-003-PPP,Phosmet (sum),Phosmet oxon,233.0,403.0,636.0
1001,RF-0885-001-PPP,Quinclorac,Quinclorac,154.0,475.0,629.0
1083,RF-0993-001-PPP,Prochloraz (sum),"Trichlorophenol, 2,4,6- (expressed as prochloraz)",214.0,414.0,628.0
824,RF-0677-001-PPP,Fenobucarb,Fenobucarb,225.0,398.0,623.0
14,RF-00000543-VET,Oxytetracycline,Oxytetracycline,195.0,419.0,614.0
494,RF-0338-001-PPP,Phosmet (sum),Phosmet (phosmet and phosmet oxon expressed as phosmet),206.0,407.0,613.0
132,RF-00012047-PAR,Mandipropamid (sum),Mandipropamid (any ratio of constituent isomers),91.0,520.0,611.0
276,RF-0130-003-PPP,Dicofol (sum),"Dicofol o, p'",166.0,440.0,606.0
524,RF-0365-001-PPP,Proquinazid (sum),Proquinazid,122.0,476.0,598.0
490,RF-0336-005-PPP,Phorate (sum),Phorate-O-analogue,155.0,440.0,595.0
715,RF-0561-001-PPP,Chlorthiophos,Chlorthiophos,120.0,474.0,594.0
1044,RF-0936-001-PPP,Thiometon,Thiometon,218.0,376.0,594.0
211,RF-0065-001-PPP,Carbofuran (sum),Carbofuran (sum of carbofuran and 3-hydroxy-carbofuran expressed as carbofuran),165.0,427.0,592.0
335,RF-0181-001-PPP,Fenoxaprop-P,Fenoxaprop-P,168.0,421.0,589.0
61,RF-00003352-PAR,Fludioxonil (sum),"Fludioxonil (sum of fludioxonil and its metabolites oxidized to metabolite 2,2-difluoro-benzo[1,3]dioxole-4 carboxylic acid expressed as fludioxonil)",176.0,400.0,576.0
65,RF-00003364-PAR,Propamocarb (sum),N-oxide propamocarb,105.0,469.0,574.0
134,RF-00012802-PAR,Napropamide (sum),Napropamide (sum of isomers),66.0,498.0,564.0
485,RF-0335-001-PPP,Phenothrin (sum),Phenothrin (phenothrin including other mixtures of constituent isomers (sum of isomers)),206.0,355.0,561.0
1043,RF-0935-001-PPP,Thiofanox-Sulfoxide,Thiofanox-Sulfoxide,177.0,361.0,538.0
500,RF-0344-001-PPP,Picolinafen,Picolinafen,158.0,379.0,537.0
311,RF-0160-001-PPP,Ethephon,Ethephon,88.0,449.0,537.0
50,RF-00003338-PAR,Cyprodinil (sum),"Cyprodinil (sum of cyprodinil and CGA 304075 (free and conjugated), expressed as cyprodinil)",99.0,437.0,536.0
348,RF-0201-001-PPP,Flucythrinate (sum),Flucythrinate,133.0,403.0,536.0
352,RF-0203-002-PPP,Flufenacet (sum),Flufenacet,142.0,389.0,531.0
464,RF-0313-001-PPP,Novaluron (sum),Novaluron,200.0,323.0,523.0
141,RF-00013463-PAR,Tefluthrin (sum),Tefluthrin (tefluthrin including other mixtures of constituent isomers (sum of isomers)),91.0,431.0,522.0
1034,RF-0926-001-PPP,Thiabendazole (sum),"Thiabendazole, 5-Hydroxy-",137.0,383.0,520.0
86,RF-00004674-PAR,N-acetyl glyphosate,N-acetyl glyphosate,149.0,366.0,515.0
40,RF-00003326-PAR,Acetamiprid (sum),"Acetamiprid (sum of acetamiprid and N-desmethyl-acetamiprid (IM-2-1), expressed as acetamiprid)",136.0,373.0,509.0
64,RF-00003362-PAR,Penflufen (sum),Penflufen,70.0,431.0,501.0
187,RF-0039-001-PPP,Benfluralin,Benfluralin,198.0,297.0,495.0
224,RF-0078-001-PPP,Chlorfenson,Chlorfenson,186.0,308.0,494.0
186,RF-0038-002-PPP,Benalaxyl,Benalaxyl,80.0,410.0,490.0
365,RF-0215-003-PPP,Fluroxypyr (sum),Fluroxypyr,192.0,290.0,482.0
611,RF-0444-001-PPP,Triforine,Triforine,212.0,258.0,470.0
125,RF-00011881-PAR,Flurochloridone (sum),Flurochloridone (sum of cis- and trans- isomers),23.0,446.0,469.0
296,RF-0146-001-PPP,Dioxathion (sum),Dioxathion (sum of isomers),113.0,353.0,466.0
997,RF-0880-001-PPP,Pyrimidifen,Pyrimidifen,182.0,268.0,450.0
194,RF-0043-003-PPP,Benthiavalicarb isopropyl (sum),Benthiavalicarb isopropyl,91.0,353.0,444.0
266,RF-0126-001-PPP,Dichlorprop (sum),"Dichlorprop (sum of dichlorprop (including dichlorprop-P) and its conjugates, expressed as dichlorprop)",115.0,329.0,444.0
116,RF-00007630-PAR,Thiabendazole (sum),"Thiabendazole (sum of thiabendazole, 5-hydroxythiabendazole and its sulfate conjugate, expressed as thiabendazole)",87.0,354.0,441.0
314,RF-0163-001-PPP,Ethofumesate (sum),"Ethofumesate (sum of ethofumesate and the metabolite 2,3-dihydro-3,3-dimethyl-2-oxo-benzofuran-5-yl methane sulphonate expressed as ethofumesate)",108.0,333.0,441.0
1124,RF-1074-001-PPP,Prothioconazole (sum),"Prothioconazole (sum of prothioconazole-desthio and its glucuronide conjugate, expressed as prothioconazoledesthio)",148.0,288.0,436.0
943,RF-0808-001-PPP,Niclosamide,Niclosamide,133.0,303.0,436.0
304,RF-0152-001-PPP,Diuron (sum),"Diuron (Diuron including all components containing 3,4- dichloraniline moiety expressed as 3,4-dichloraniline)",115.0,319.0,434.0
264,RF-0124-001-PPP,Dicamba,Dicamba,118.0,310.0,428.0
783,RF-0633-001-PPP,Dinotefuran,Dinotefuran,164.0,261.0,425.0
898,RF-0757-001-PPP,Isofenphos (sum),Isofenphos (sum),73.0,342.0,415.0
238,RF-0096-001-PPP,Clethodim (sum),Clethodim (sum of Sethoxydim and Clethodim including degradation products calculated as Sethoxydim),119.0,295.0,414.0
23,RF-00002605-PAR,"2,4-DB (sum)","2,4-DB (sum of 2,4-DB and its conjugates, expressed as 2,4-DB)",72.0,341.0,413.0
8,RF-00000025-PAR,Isopyrazam (sum),Isopyrazam,108.0,302.0,410.0
376,RF-0225-001-PPP,Fosetyl-Al (sum),"Fosetyl-Al (sum of fosetyl, phosphonic acid and their salts, expressed as fosetyl)",56.0,350.0,406.0
87,RF-00004675-PAR,Fosetyl-Al (sum),Phosphonic acid,59.0,347.0,406.0
883,RF-0739-001-PPP,Hexazinone,Hexazinone,137.0,267.0,404.0
117,RF-00007632-PAR,Acrinathrin (sum),Acrinathrin and its enantiomer,59.0,344.0,403.0
99,RF-00005714-PAR,Fluroxypyr (sum),"Fluroxypyr (sum of fluroxypyr and its salts, expressed as fluroxypyr)",116.0,287.0,403.0
42,RF-00003328-PAR,Prochloraz (sum),"BTS 44595 (N-propyl-N-[2-(2,4,6-trichlorophenoxy)ethyl]-urea)",86.0,315.0,401.0
509,RF-0353-002-PPP,Propachlor (sum),Propachlor,65.0,334.0,399.0
1088,RF-1001-001-PPP,Acetamiprid (sum),Acetamiprid and IM-2-1 metabolite,74.0,325.0,399.0
250,RF-0106-001-PPP,Cycloxydim (sum),"Cycloxydim including degradation and reaction products which can be determined as 3-(3-thianyl)glutaric acid S-dioxide (BH 517-TGSO2) and/or 3-hydroxy-3-(3-thianyl)glutaric acid S-dioxide (BH 517-5-OH-TGSO2) or methyl esters thereof, calculated in total a",122.0,274.0,396.0
740,RF-0587-001-PPP,Cyphenothrin,Cyphenothrin,178.0,213.0,391.0
520,RF-0362-002-PPP,Propoxycarbazone (sum),Propoxycarbazone,102.0,288.0,390.0
60,RF-00003351-PAR,Acibenzolar-S-methyl (sum),"Acibenzolar-S-methyl (sum of acibenzolar-S-methyl and acibenzolar acid (free and conjugated), expressed as acibenzolar-S-methyl)",103.0,282.0,385.0
257,RF-0114-002-PPP,Cyprodinil (sum),"Cyprodinil (sum of cyprodinil and CGA 304075 (free), expressed as cyprodinil)",63.0,319.0,382.0
202,RF-0053-002-PPP,Bromoxynil (sum),Bromoxynil,65.0,317.0,382.0
201,RF-0053-001-PPP,Bromoxynil (sum),Bromoxynil (bromoxynil including its esters expressed as bromoxynil),100.0,281.0,381.0
954,RF-0821-001-PPP,Ofurace,Ofurace,171.0,210.0,381.0
195,RF-0044-001-PPP,Bifenazate (sum),Bifenazate,179.0,196.0,375.0
373,RF-0223-001-PPP,Formetanate (sum),Formetanate: Sum of formetanate and its salts expressed as formetanate(hydrochloride),196.0,179.0,375.0
420,RF-0274-001-PPP,Mepanipyrim (sum),Mepanipyrim (Mepanipyrim and its metabolite (2-anilino-4-(2-hydroxypropyl)-6-methylpyrimidine) expressed as mepanipyrim),115.0,255.0,370.0
71,RF-00003375-PAR,Iprodione (sum),"Sum of iprodione and all metabolites containing the 3,5-dichloroaniline moiety expressed as iprodione",73.0,295.0,368.0
142,RF-00013472-PAR,Hexythiazox (sum),Hexythiazox (any ratio of constituent isomers),25.0,342.0,367.0
747,RF-0594-001-PPP,Demeton-S-Methyl (sum),Demeton-S-Methyl/Demeton-S-methyl sulfone/oxydemeton-methyl (individually or combined expressed as demeton-S-methyl),65.0,299.0,364.0
424,RF-0278-001-PPP,Mesosulfuron (sum),Mesosulfuron-methyl (expresssed as Mesosulfuron),65.0,299.0,364.0
548,RF-0384-003-PPP,Quizalofop (sum),Quizalofop (including Quizalfop-P),88.0,269.0,357.0
681,RF-0523-001-PPP,Butocarboxim (sum),Butocarboxim (sum),90.0,264.0,354.0
892,RF-0751-001-PPP,Iprobenfos,Iprobenfos,163.0,186.0,349.0
695,RF-0539-001-PPP,Chinomethionat,Chinomethionat,181.0,166.0,347.0
263,RF-0122-001-PPP,Di-allate (sum of isomers),Di-allate (sum of isomers),63.0,284.0,347.0
119,RF-00009154-PAR,AMPA-N-acetyl,AMPA-N-acetyl,41.0,305.0,346.0
577,RF-0412-003-PPP,Terbufos (sum),Terbufos Sulfone,108.0,237.0,345.0
623,RF-0460-001-PPP,4-CPA,4-CPA,108.0,237.0,345.0
1002,RF-0886-001-PPP,Quinoclamine,Quinoclamine,92.0,253.0,345.0
32,RF-00003031-PAR,Pyriofenone,Pyriofenone,47.0,292.0,339.0
115,RF-00007628-PAR,Metalaxyl (sum),"Sum of metalaxyl (sum of isomers) and its metabolites containing the 2,6-dimethylaniline moiety, expressed as metalaxyl",104.0,234.0,338.0
70,RF-00003371-PAR,Pyrimethanil (sum),"Sum of pyrimethanil and 2-anilino-4.6-dimethylpyrimidine-5-ol, expressed as pyrimethanil",65.0,272.0,337.0
798,RF-0649-001-PPP,Emamectin (sum),Emamectin B1a,15.0,322.0,337.0
1093,RF-1007-001-PPP,Tolylfluanid (sum),Tolylfluanid analysed as dimethylaminosulfotoluidide and expressed as tolylfluanid,113.0,222.0,335.0
16,RF-00001230-PAR,Amidosulfuron (sum),"Amidosulfuron (sum of amidosulfuron and desmethyl amidosulfuron, expressed as amidosulfuron)",100.0,227.0,327.0
1122,RF-1070-001-PPP,Flonicamid (sum),"Sum of flonicamid and TFNA-AM, expressed as flonicamid",143.0,182.0,325.0
43,RF-00003329-PAR,Prochloraz (sum),"BTS 44596 (N'-Formyl-N-propyl-N-[2-(2,4,6-trichlorophenoxy)ethyl]urea)",86.0,237.0,323.0
843,RF-0694-001-PPP,Flamprop-M-Isopropyl,Flamprop-M-Isopropyl,77.0,246.0,323.0
62,RF-00003353-PAR,Flutolanil (sum),"Flutolanil (flutolanil and metabolites containing the 2-trifluoromethylbenzoic acid moiety, expressed as flutolanil)",129.0,191.0,320.0
615,RF-0448-001-PPP,Tritosulfuron,Tritosulfuron,76.0,240.0,316.0
870,RF-0723-001-PPP,Fomesafen,Fomesafen,137.0,178.0,315.0
1073,RF-0969-002-PPP,Vamidothion (sum),"Vamidothion (sum of Vamidothion, Vamidothion-sulfone and Vamidothion-sulfoxide expressed as Vamidothion)",65.0,246.0,311.0
268,RF-0126-003-PPP,Dichlorprop (sum),Dichlorprop-p,63.0,244.0,307.0
45,RF-00003331-PAR,Spirotetramat (sum),"BYI08330-enol (cis-3-(2,5-dimethylphenyl)-4-hydroxy-8-methoxy-1-azaspiro[4.5]dec-3-en-2-one)",110.0,197.0,307.0
603,RF-0436-002-PPP,Triclopyr (sum),"Triclopyr (sum of triclopyr and 3,5,6 trichloro-2-pyridinol, expressed as triclopyr)",63.0,244.0,307.0
607,RF-0440-001-PPP,Triflumizole (sum),"Triflumizole and metabolite FM-6-1(N-(4-chloro-2-trifluoromethylphenyl)-n-propoxyacetamidine), expressed as Triflumizole",155.0,150.0,305.0
