,sampleId,sampCountry,origCountry,productCode,efsaProductCode,productTreat,progType,pesticideCode,resVal,fatPerc,resType,year,tag,short_name,long_name,paramcode,limit,mandatory
7392,3299D7C76872CC03856B9BB25F1E4CFC,BE,BE,P1020010A,-1,T134A,K005A,RF-0239-002-PPP,0.02878,4.0,VAL,2011,HCH-beta,HCH-beta,"Hexachlorocyclohexane (HCH), beta-isomer",RF-0239-002-PPP,0.01,True
7448,51D645F521DAB9CDF35D0A3D54EAB17B,BE,NL,P1020010A,-1,T134A,K005A,RF-0239-002-PPP,0.031,4.0,VAL,2011,HCH-beta,HCH-beta,"Hexachlorocyclohexane (HCH), beta-isomer",RF-0239-002-PPP,0.01,True
7452,74E91DA03AA07410E8E599BD70ECF2E8,BE,BE,P1020010A,-1,T134A,K005A,RF-0239-002-PPP,0.019,4.0,VAL,2011,HCH-beta,HCH-beta,"Hexachlorocyclohexane (HCH), beta-isomer",RF-0239-002-PPP,0.01,True
11131,6BE4D8493FBCCA621AB6139C3A961AAA,DE,DE,P1020010A,-1,T134A,K005A,RF-0277-001-PPP,0.0132,-1.0,VAL,2012,Mercury compounds,Mercury compounds,Mercury compounds (sum of mercury compounds expressed as mercury),RF-0277-001-PPP,0.01,True
12433,FC1BA9521E0AB82015516B6491BB8295,DE,DE,P1020010A,-1,T134A,K005A,RF-XXXX-XXX-XXX,0.44,-1.0,VAL,2012,Not in list,Not in list,Not in list,RF-XXXX-XXX-XXX,0.01,True
12434,FF8D2E38132D64CD8BE3FDBC8913B441,DE,DE,P1020010A,-1,T134A,K005A,RF-XXXX-XXX-XXX,0.59,-1.0,VAL,2012,Not in list,Not in list,Not in list,RF-XXXX-XXX-XXX,0.01,True
12435,3085724A9D3B5D9F9CBB3388412318F1,DE,DE,P1020010A,-1,T134A,K005A,RF-XXXX-XXX-XXX,0.81,-1.0,VAL,2012,Not in list,Not in list,Not in list,RF-XXXX-XXX-XXX,0.01,True
12436,1E3C704112C9785FC9806BE31F5AFEE6,DE,DE,P1020010A,-1,T134A,K005A,RF-XXXX-XXX-XXX,1.1,-1.0,VAL,2012,Not in list,Not in list,Not in list,RF-XXXX-XXX-XXX,0.01,True
12437,626D758A62B8705CA8ECD2ED4F8B847B,DE,DE,P1020010A,-1,T134A,K005A,RF-XXXX-XXX-XXX,0.82,-1.0,VAL,2012,Not in list,Not in list,Not in list,RF-XXXX-XXX-XXX,0.01,True
28826,94A143E5BED3ACFF65F24AF5520FF387,BE,BE,P1020010A,-1,T134A,K005A,RF-0239-002-PPP,0.0227,4.0,VAL,2012,HCH-beta,HCH-beta,"Hexachlorocyclohexane (HCH), beta-isomer",RF-0239-002-PPP,0.01,True
28937,86B2D45D8DB47989665223F50C99BD77,BE,BE,P1020010A,-1,T134A,K005A,RF-XXXX-XXX-XXX,0.078,1.0,VAL,2012,Not in list,Not in list,Not in list,RF-XXXX-XXX-XXX,0.01,True
29567,3EBFE711EEE45CAC6EADDC6634073D38,EE,LT,P1020010A,-1,T134A,K018A,RF-0237-001-PPP,0.006,-1.0,VAL,2012,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
35844,A70753F87DF16989D69B8F52B7FE9E9A,DE,DE,P1020010A,-1,T134A,K005A,RF-00002582-PAR,0.3,-1.0,VAL,2013,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
35854,7DE36744A8971A7FC7767EAA942555FA,DE,DE,P1020010A,-1,T134A,K005A,RF-00002582-PAR,0.21,-1.0,VAL,2013,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
35878,2CE4D33FAC157DA2DA8CE915C288D3BB,DE,DE,P1020010A,-1,T134A,K005A,RF-00002582-PAR,0.26,-1.0,VAL,2013,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
35884,5E041C0CD73F0397BA5907B8B5B82043,DE,XX,P1020010A,-1,T134A,K005A,RF-00002582-PAR,0.42,-1.0,VAL,2013,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
37254,305FEE5A863103AA0102900345D5ACF3,DE,DE,P1020010A,-1,T134A,K005A,RF-0237-001-PPP,0.0157,100.0,VAL,2013,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
38972,9245E83680ABB1132F326A750CB22D87,DE,DE,P1020010A,-1,T134A,K005A,RF-1078-002-PPP,0.26,-1.0,VAL,2013,DDAC (mix),DDAC (mix),"Didecyldimethylammonium chloride (mixture of alkyl-quaternary ammonium salts with alkyl chain lengths of C8, C10 and C12)",RF-1078-002-PPP,0.1,True
41804,D2CEA1912889A3966D0398508EB0E088,SK,CZ,P1020010A,-1,T134A,K005A,RF-1078-002-PPP,0.17,-1.0,VAL,2013,DDAC (mix),DDAC (mix),"Didecyldimethylammonium chloride (mixture of alkyl-quaternary ammonium salts with alkyl chain lengths of C8, C10 and C12)",RF-1078-002-PPP,0.1,True
43708,95DA7B8EE207FF9EC7F4338A68B6EF64,BE,BE,P1020010A,-1,T134A,K005A,RF-0238-001-PPP,0.0115,82.0,VAL,2013,HCH-alpha,HCH-alpha,"Hexachlorocyclohexane (HCH), alpha-isomer",RF-0238-001-PPP,0.01,True
43724,8C12967E9D8F8B9E3A35A86F352ED65D,BE,BE,P1020010A,-1,T134A,K005A,RF-0239-002-PPP,0.01048,82.0,VAL,2013,HCH-beta,HCH-beta,"Hexachlorocyclohexane (HCH), beta-isomer",RF-0239-002-PPP,0.01,True
43726,703931187FC51ED5908E0377CBADB8E5,BE,BE,P1020010A,-1,T134A,K005A,RF-0239-002-PPP,0.01239,48.0,VAL,2013,HCH-beta,HCH-beta,"Hexachlorocyclohexane (HCH), beta-isomer",RF-0239-002-PPP,0.01,True
43727,3F474C1977A25D545683D8AE5443153F,BE,BE,P1020010A,-1,T134A,K005A,RF-0239-002-PPP,0.01199,40.0,VAL,2013,HCH-beta,HCH-beta,"Hexachlorocyclohexane (HCH), beta-isomer",RF-0239-002-PPP,0.01,True
43728,FA5E8BF41DBA1CF539E839679C18F400,BE,BE,P1020010A,-1,T134A,K005A,RF-0239-002-PPP,0.0229,51.0,VAL,2013,HCH-beta,HCH-beta,"Hexachlorocyclohexane (HCH), beta-isomer",RF-0239-002-PPP,0.01,True
43730,E595135CCA4C71B37C348FE1AD9DB624,BE,XX,P1020010A,-1,T134A,K005A,RF-0239-002-PPP,0.02829,45.0,VAL,2013,HCH-beta,HCH-beta,"Hexachlorocyclohexane (HCH), beta-isomer",RF-0239-002-PPP,0.01,True
43731,EF259949CAD254E113BDF76CAE6BCCD0,BE,NL,P1020010A,-1,T134A,K005A,RF-0239-002-PPP,0.01252,48.0,VAL,2013,HCH-beta,HCH-beta,"Hexachlorocyclohexane (HCH), beta-isomer",RF-0239-002-PPP,0.01,True
43736,26BA4D3FCA1FD3ACE0EC3771A2A7F9DA,BE,BE,P1020010A,-1,T134A,K005A,RF-0239-002-PPP,0.01069,82.0,VAL,2013,HCH-beta,HCH-beta,"Hexachlorocyclohexane (HCH), beta-isomer",RF-0239-002-PPP,0.01,True
43745,F5EDFE2E4B4DAEF731FB9A3691332873,BE,BE,P1020010A,-1,T134A,K005A,RF-0239-002-PPP,0.0163,82.0,VAL,2013,HCH-beta,HCH-beta,"Hexachlorocyclohexane (HCH), beta-isomer",RF-0239-002-PPP,0.01,True
43780,E595135CCA4C71B37C348FE1AD9DB624,BE,XX,P1020010A,-1,T134A,K005A,RF-0295-001-PPP,0.03675,45.0,VAL,2013,Methoxychlor,Methoxychlor,Methoxychlor,RF-0295-001-PPP,0.01,True
44184,288D285597265D94577CBCF9E6EEC58D,AT,AT,P1020000A,-1,T134A,K005A,RF-0237-001-PPP,0.056,-1.0,VAL,2014,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
44185,2A4519B2EEC87EB8DFC0DCBE0E5838C9,AT,AT,P1020000A,-1,T134A,K005A,RF-0237-001-PPP,0.151,-1.0,VAL,2014,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
45437,BBD34A4012CB94F140E9A5377DDC91AC,DE,CH,P1020010A,-1,T134A,K005A,RF-0102-001-PPP,8.05,-1.0,VAL,2014,Copper compounds,Copper compounds,Copper compounds (copper),RF-0102-001-PPP,2.0,True
51605,6839186703E8410DA2D8D6D3BF8DCCB0,BE,XX,P1020010A,-1,T134A,K005A,RF-0239-002-PPP,0.0197784,82.0,VAL,2014,HCH-beta,HCH-beta,"Hexachlorocyclohexane (HCH), beta-isomer",RF-0239-002-PPP,0.01,True
51606,E3DCD78FB27901273A7E79334BA8ACC8,BE,XX,P1020010A,-1,T134A,K005A,RF-0239-002-PPP,0.0260268,82.0,VAL,2014,HCH-beta,HCH-beta,"Hexachlorocyclohexane (HCH), beta-isomer",RF-0239-002-PPP,0.01,True
52206,08364C3A0FDD15077891E08DA47B4D63,GB,AA,P1020010A,-1,T134A,K005A,RF-00002582-PAR,0.2,-1.0,VAL,2014,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
55890,DEE35EEA7E106E6A978AF118A1D1C13D,GB,NL,P1020010A,-1,T134A,K005A,RF-1078-002-PPP,0.7,-1.0,VAL,2014,DDAC (mix),DDAC (mix),"Didecyldimethylammonium chloride (mixture of alkyl-quaternary ammonium salts with alkyl chain lengths of C8, C10 and C12)",RF-1078-002-PPP,0.1,True
56326,8611B3DE35E9C32FEFA23E7E913A41A1,AT,AT,P1020010A,-1,T134A,K005A,RF-0237-001-PPP,0.019,-1.0,VAL,2015,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
56328,3032725E0350E22B1ABDA9C8585406AC,AT,AT,P1020010A,-1,T134A,K005A,RF-0237-001-PPP,0.0505,-1.0,VAL,2015,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
56329,1F794DA1C6B6D0650FE75DD196C69DF8,AT,AT,P1020010A,-1,T134A,K005A,RF-0237-001-PPP,0.023,-1.0,VAL,2015,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
56331,49275B3B1371BD1831ECBA1B2E878D88,AT,AT,P1020010A,-1,T134A,K005A,RF-0237-001-PPP,0.2725,-1.0,VAL,2015,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
56334,4E7B56027B2EED95D4558C7D0AD37664,AT,AT,P1020010A,-1,T134A,K005A,RF-0237-001-PPP,0.0145,-1.0,VAL,2015,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
56509,5C0093A801E60AB101F33BFFC1797EAD,AT,AT,P1020010A,-1,T134A,K005A,RF-0237-001-PPP,0.0215,-1.0,VAL,2015,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
56741,0892F8C7DB9BBECE5BD86A9FFDEAB464,AT,AT,P1020010A,-1,T134A,K005A,RF-0237-001-PPP,0.0105,-1.0,VAL,2015,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
56750,A2DA98670E586EF444FB42869A497998,AT,AT,P1020010A,-1,T134A,K005A,RF-0237-001-PPP,0.0165,-1.0,VAL,2015,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
56840,68F8655C3804E311339D1507B4F2C27B,AT,AT,P1020010A,-1,T134A,K005A,RF-0237-001-PPP,0.1005,-1.0,VAL,2015,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
57061,BB8A28AFEF1832E5D8301890FD35696D,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0237-001-PPP,0.00659,82.54,VAL,2015,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
57076,3A4FCD201635463F09AC79A4AF8F2A2C,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0237-001-PPP,0.00606,82.88,VAL,2015,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
57094,4483EAEBB99AE445B92583D4970605A0,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0237-001-PPP,0.00635,83.81,VAL,2015,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
57110,C5A761E4ECFD24271ED712C98F451775,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0237-001-PPP,0.00762,82.57,VAL,2015,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
57127,1CCA7C32EBA1A6619E74A5E13D075115,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0237-001-PPP,0.00707,82.77,VAL,2015,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
57224,47F9AA5A5BD36A97FBBE62A73F097F34,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0237-001-PPP,0.00778,82.51,VAL,2015,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
57242,690BA6DCC7BD20B6BA61F726F6A6C96C,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0237-001-PPP,0.00838,82.51,VAL,2015,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
57251,22323C6856688A35148197BFA210E23D,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0237-001-PPP,0.00674,82.82,VAL,2015,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
57412,34C4BF837FA6C36DC5B94653F93EC3CC,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0237-001-PPP,0.00591,83.54,VAL,2015,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
57451,808FC3B9A2C0D826ACD21DC569BE7F28,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0237-001-PPP,0.00548,82.95,VAL,2015,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
57571,351178362D65F1F17085E9EFD47E460B,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0237-001-PPP,0.00648,83.68,VAL,2015,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
57591,9A583055F45B268127B1CAD531EED1D5,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0237-001-PPP,0.00771,82.68,VAL,2015,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
57611,182AC6EE3E264A25819B67AC5263AA2E,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0237-001-PPP,0.00739,83.31,VAL,2015,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
57663,39FECDA8DF9352F50F97E97EC1C17EE4,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0237-001-PPP,0.00786,82.82,VAL,2015,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
59009,BF6AE347875D2EDE0A86D3913F9365C2,DE,DE,P1020010A,-1,T134A,K005A,RF-0237-001-PPP,0.00501,83.5,VAL,2015,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
81271,E468CF84EA93B4B0A8B6C1600F6AA1D3,EE,EE,P1020010A,-1,T134A,K018A,RF-0054-001-PPP,0.017,-1.0,VAL,2015,Bromuconazole (sum),Bromuconazole (sum),Bromuconazole (sum of diasteroisomers),RF-0054-001-PPP,0.01,True
81272,E468CF84EA93B4B0A8B6C1600F6AA1D3,EE,EE,P1020010A,-1,T134A,K018A,RF-0054-001-PPP,0.017,-1.0,VAL,2015,Bromuconazole (sum),Bromuconazole (sum),Bromuconazole (sum of diasteroisomers),RF-0054-001-PPP,0.01,True
82565,EF81053900696127DBFA3F10579A7DA0,GB,GB,P1020010A,-1,T134A,K018A,RF-00002582-PAR,0.2,-1.0,VAL,2015,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
82688,EDFC94C646BC19DAB65D2BB90C9A68C1,GB,GB,P1020010A,-1,T134A,K018A,RF-1078-004-PPP,0.2,-1.0,VAL,2015,BAC 12,BAC 12,BAC 12,RF-1078-004-PPP,0.1,True
82962,EDFC94C646BC19DAB65D2BB90C9A68C1,GB,GB,P1020010A,-1,T134A,K018A,RF-00002582-PAR,0.2,-1.0,VAL,2015,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
83154,6D3146C8C2731186090704BA1D02079E,GB,IE,P1020010A,-1,T134A,K018A,RF-1078-004-PPP,0.2,-1.0,VAL,2015,BAC 12,BAC 12,BAC 12,RF-1078-004-PPP,0.1,True
83412,35105554F6A0FCD86E16A840F63B46FF,GB,GB,P1020010A,-1,T134A,K018A,RF-1078-004-PPP,0.3,-1.0,VAL,2015,BAC 12,BAC 12,BAC 12,RF-1078-004-PPP,0.1,True
83415,35105554F6A0FCD86E16A840F63B46FF,GB,GB,P1020010A,-1,T134A,K018A,RF-00002582-PAR,0.5,-1.0,VAL,2015,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
83424,6D3146C8C2731186090704BA1D02079E,GB,IE,P1020010A,-1,T134A,K018A,RF-00002582-PAR,0.3,-1.0,VAL,2015,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
84143,217FB8E954379565D26DBB2B498EFD4A,GB,GB,P1020010A,-1,T134A,K018A,RF-1078-004-PPP,0.2,-1.0,VAL,2015,BAC 12,BAC 12,BAC 12,RF-1078-004-PPP,0.1,True
84146,217FB8E954379565D26DBB2B498EFD4A,GB,GB,P1020010A,-1,T134A,K018A,RF-00002582-PAR,0.2,-1.0,VAL,2015,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
84878,221962F1FBA0C1F552C3E841E1A2FD63,GB,GB,P1020010A,-1,T134A,K018A,RF-00002582-PAR,0.2,-1.0,VAL,2015,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
85300,E785E54C44EE319C165C5B66317000AC,GB,GB,P1020010A,-1,T134A,K018A,RF-1078-004-PPP,0.2,-1.0,VAL,2015,BAC 12,BAC 12,BAC 12,RF-1078-004-PPP,0.1,True
85303,E785E54C44EE319C165C5B66317000AC,GB,GB,P1020010A,-1,T134A,K018A,RF-00002582-PAR,0.2,-1.0,VAL,2015,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
85606,3120F76408652A93BEC5490B5268D6FA,GB,GB,P1020010A,-1,T134A,K018A,RF-1078-004-PPP,0.2,-1.0,VAL,2015,BAC 12,BAC 12,BAC 12,RF-1078-004-PPP,0.1,True
85609,3120F76408652A93BEC5490B5268D6FA,GB,GB,P1020010A,-1,T134A,K018A,RF-00002582-PAR,0.3,-1.0,VAL,2015,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
86801,AD82D317D8AF52F261872A1E715E2E96,GB,GB,P1020010A,-1,T134A,K018A,RF-1078-004-PPP,0.2,-1.0,VAL,2015,BAC 12,BAC 12,BAC 12,RF-1078-004-PPP,0.1,True
86804,AD82D317D8AF52F261872A1E715E2E96,GB,GB,P1020010A,-1,T134A,K018A,RF-00002582-PAR,0.2,-1.0,VAL,2015,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
86872,0A3192295BA94B641AE33875A74B95B5,GB,GB,P1020010A,-1,T134A,K018A,RF-00002582-PAR,0.2,-1.0,VAL,2015,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
86923,389E2ECAF9F7A7D2D53FEE47B844A03A,GB,GB,P1020010A,-1,T134A,K018A,RF-1078-004-PPP,0.2,-1.0,VAL,2015,BAC 12,BAC 12,BAC 12,RF-1078-004-PPP,0.1,True
86926,389E2ECAF9F7A7D2D53FEE47B844A03A,GB,GB,P1020010A,-1,T134A,K018A,RF-00002582-PAR,0.3,-1.0,VAL,2015,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
87682,96F1478C11384D36AFCB87B74AF01823,GB,GB,P1020010A,-1,T134A,K018A,RF-0021-001-PPP,0.01,-1.0,VAL,2015,Dieldrin (sum),Dieldrin (sum),Aldrin and Dieldrin (Aldrin and dieldrin combined expressed as dieldrin),RF-0021-001-PPP,0.006,True
87757,96F1478C11384D36AFCB87B74AF01823,GB,GB,P1020010A,-1,T134A,K018A,RF-0021-003-PPP,0.01,-1.0,VAL,2015,Dieldrin (sum),Dieldrin (sum),Dieldrin,RF-0021-003-PPP,0.006,True
89454,276CC4781D6307D509DCD415565FEB73,GB,GB,P1020010A,-1,T134A,K005A,RF-1078-004-PPP,0.3,-1.0,VAL,2015,BAC 12,BAC 12,BAC 12,RF-1078-004-PPP,0.1,True
89457,276CC4781D6307D509DCD415565FEB73,GB,GB,P1020010A,-1,T134A,K005A,RF-00002582-PAR,0.5,-1.0,VAL,2015,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
94216,D5B5715488418D6AE77683E9CC95AB6B,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0237-001-PPP,0.00799,83.45,VAL,2016,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
95952,52AB70B26A6FC9B9C9B52A617F2F7ECC,DE,DE,P1020010A,N_A,T152A,K005A,RF-0277-001-PPP,0.0109,83.2,VAL,2016,Mercury compounds,Mercury compounds,Mercury compounds (sum of mercury compounds expressed as mercury),RF-0277-001-PPP,0.01,True
100563,0A6C4B69F01D28CAE6F81401BB544420,IT,IT,P1020010A,N_A,T134A,K005A,RF-1078-004-PPP,0.24,-1.0,VAL,2016,BAC 12,BAC 12,BAC 12,RF-1078-004-PPP,0.1,True
100564,32AA973EE503724467DFC79EF8765A5A,IT,IT,P1020010A,N_A,T134A,K005A,RF-1078-005-PPP,0.16,-1.0,VAL,2016,BAC 14,BAC 14,BAC 14,RF-1078-005-PPP,0.1,True
100565,0A6C4B69F01D28CAE6F81401BB544420,IT,IT,P1020010A,N_A,T134A,K005A,RF-1078-005-PPP,0.17,-1.0,VAL,2016,BAC 14,BAC 14,BAC 14,RF-1078-005-PPP,0.1,True
100578,32AA973EE503724467DFC79EF8765A5A,IT,IT,P1020010A,N_A,T134A,K005A,RF-1078-004-PPP,0.26,-1.0,VAL,2016,BAC 12,BAC 12,BAC 12,RF-1078-004-PPP,0.1,True
119565,166C165DD9B190573B803BEE4743C29E,GB,GB,P1020000A,N_A,T134A,K005A,RF-0842-001-PPP,0.01,-1.0,VAL,2018,Permethrin (sum),Permethrin (sum),Permethrin (sum of isomers),RF-0842-001-PPP,0.0,True
125136,4B69D0BE16E954B024021E4040388963,CZ,CZ,A039C,-1,-1,K009A,RF-0237-001-PPP,0.006,-1.0,VAL,2019,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
125157,A13AEC9A7ACE44CC3676F9758655F78E,CZ,CZ,A039C,-1,-1,K009A,RF-0237-001-PPP,0.007,-1.0,VAL,2019,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
129797,90DA3562C56E98D6DACE6A28105F27FE,CZ,CZ,A039C,-1,-1,K009A,RF-0119-002-PPP,0.05,-1.0,VAL,2020,DDT (sum),"DDE, p,p-","DDE, p,p-",RF-0119-002-PPP,0.04,True
129799,90DA3562C56E98D6DACE6A28105F27FE,CZ,CZ,A039C,-1,-1,K009A,RF-0119-001-PPP,0.056,-1.0,VAL,2020,DDT (sum),DDT (sum),"DDT (sum of p,p'-DDT, o,p'-DDT, p-p'-DDE and p,p'-TDE (DDD) expressed as DDT)",RF-0119-001-PPP,0.04,True
129804,4566D3A802E7AEDF530043F025861FC3,CZ,CZ,A039C,-1,-1,K009A,RF-0237-001-PPP,0.006,-1.0,VAL,2020,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
140857,9A46DA2DF3FBA3BC41EB97AE38066EA2,DE,FR,A039C,-1,-1,K005A,RF-0277-001-PPP,0.026,-1.0,VAL,2021,Mercury compounds,Mercury compounds,Mercury compounds (sum of mercury compounds expressed as mercury),RF-0277-001-PPP,0.01,True
140859,913A0DB86B5D05557C9560E99645FF60,DE,DE,A039C,-1,-1,K005A,RF-0102-001-PPP,2.24,-1.0,VAL,2021,Copper compounds,Copper compounds,Copper compounds (copper),RF-0102-001-PPP,2.0,True
140867,DD56ED7A4B2FCFBA8EE63AC291111820,DE,DE,A039C,-1,-1,K005A,RF-00002582-PAR,1.65,-1.0,VAL,2021,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
140869,DD56ED7A4B2FCFBA8EE63AC291111820,DE,DE,A039C,-1,-1,K005A,RF-1078-006-PPP,1.65,-1.0,VAL,2021,BAC 16,BAC 16,BAC 16,RF-1078-006-PPP,0.1,True
143684,E20F44197AC306E2F681D03865698D1E,DE,DE,A039C,-1,-1,K005A,RF-0277-001-PPP,0.019,-1.0,VAL,2021,Mercury compounds,Mercury compounds,Mercury compounds (sum of mercury compounds expressed as mercury),RF-0277-001-PPP,0.01,True
143688,CBDE6EE577E4F470958A152362835A63,DE,DE,A039C,-1,-1,K005A,RF-0277-001-PPP,0.015,-1.0,VAL,2021,Mercury compounds,Mercury compounds,Mercury compounds (sum of mercury compounds expressed as mercury),RF-0277-001-PPP,0.01,True
147125,A751A1941FF56F0210C476CCAE73B9C1,IT,IT,A039C,-1,-1,K005A,RF-0823-001-PPP,0.02,-1.0,VAL,2022,2-phenylphenol (sum),2-phenylphenol (sum),"2-phenylphenol (sum of 2-phenylphenol and its conjugates, expressed as 2-phenylphenol)",RF-0823-001-PPP,0.01,True
